Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
UGA_009159,Luwero Hospital,North Central,Luwero District,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,53333,100,100,100,100,100,62.24305555555556,47.333333333333336,"[60.0, 70.0, 60.0, 60.0, 60.0, 50.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",62.0,30.0,50.0,77.15277777777779,"[78.125, 66.66666666666667, 72.22222222222223, 96.875, 71.875]","[100, 100, 100, 100, 25, 100, 0, 100, nan, 50, 75, 75, 100, 100, 100, 0, 100, 0, 100, 100, 75, 50, 25, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, nan, 100, 100, 50, 100, 25, 100, 0, 100, nan]",90.0,95.0,80.0,90.0,50.0,100.0,40.0,100.0,0.0,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,46.66666666666667,100.0,,40.0,0.0,0.0,1,[0.0],0.0,0.0,0.0,0.0,85.33333333333334,46.66666666666667,,,80.0,100.0,100.0,100.0,1,0.0,[0],66.66666666666666,85.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,0.0,50.0,0.0,100.0,59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100]",59.25925925925926,,76.84210526315789,190.0,146.0
UGA_002958,Katakwi Hospital,Teso,Katakwi District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,32150,100,100,100,100,100,87.22222222222223,96.66666666666667,"[100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,90.0,100.0,77.77777777777777,"[66.66666666666667, 88.88888888888889, nan, nan, nan]","[100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,50.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,3,"[25.0, 25.0, 25.0]",100.0,0.0,0.0,0.0,99.27692307692307,100.0,,,100.0,96.38461538461539,100.0,100.0,3,0.0,"[0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,48.148148148148145,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",48.148148148148145,,,999.0,999.0
UGA_009223,Gombe Hospital,South Central,Butambala District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,15100,100,100,100,100,100,91.06060606060606,98.78787878787878,"[81.81818181818181, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",96.36363636363636,100.0,100.0,83.33333333333333,"[88.88888888888889, 72.22222222222223, 88.88888888888889, 77.77777777777777, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,100.0,100.0,90.0,100.0,60.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,80.0,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,73.31388152077807,95.0,100.0,33.0,40.0,71.88328912466844,,100.0,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,62.96296296296296,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 100]",62.96296296296296,,51.41843971631206,282.0,145.0
UGA_004697,Mubende Regional Referral Hospital,North Central,Mubende District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,2002260,100,100,100,100,100,54.717592592592595,43.18518518518519,"[77.77777777777777, 80.0, 80.0, 80.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",79.55555555555556,0.0,50.0,66.25,"[75.0, 71.875, 71.875, 40.625, 71.875]","[100, 75, 25, 100, 75, 100, 100, 100, 0, 100, 75, 0, nan, 100, 100, 100, 100, 0, 75, 50, 50, nan, 100, 100, 100, 100, 0, 75, 25, 25, nan, 100, 100, 0, 0, 0, 75, 75, 50, nan, 75, 100, 100, 100, 0]",85.0,60.0,30.0,100.0,90.0,100.0,80.0,80.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,63.333333333333336,100.0,,100.0,0.0,70.0,5,"[75.0, 50.0, 75.0, 75.0, 75.0]",100.0,0.0,100.0,80.0,67.77777777777779,63.333333333333336,,,40.0,100.0,,,5,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.77777777777777,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 0, 100, 0]",77.77777777777777,,69.6078431372549,918.0,639.0
UGA_002283,Itojo Hospital,Ankole,Ntungamo District,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,TERTIARY,550500,100,100,100,100,100,85.36111111111111,99.33333333333333,"[100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",98.0,100.0,100.0,71.38888888888889,"[83.33333333333333, 72.22222222222223, 62.5, 66.66666666666667, 72.22222222222223]","[100, 100, 100, 50, 100, 100, 100, 100, 0, 50, 75, 100, 50, 75, 100, 100, 100, 0, 50, 50, 75, 50, 75, 100, 100, 0, nan, 100, 75, 75, 75, 75, 100, 100, 0, 0, 100, 75, 50, 75, 50, 100, 100, 100, 0]",80.0,75.0,80.0,60.0,75.0,100.0,100.0,60.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12.5,2,"[25.0, 0.0]",50.0,0.0,0.0,0.0,70.29475133161769,100.0,100.0,10.714285714285714,60.0,41.34897360703812,80.0,100.0,2,0.0,"[0, 0]",100.0,85.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,51.851851851851855,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0]",51.851851851851855,,77.36842105263158,190.0,147.0
UGA_004136,Lyantonde Hospital,South Central,Lyantonde District,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,150000,100,100,100,100,100,90.27777777777777,96.66666666666667,"[90.0, 90.0, 90.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",90.0,100.0,100.0,83.88888888888889,"[80.55555555555556, 80.55555555555556, 88.88888888888889, 83.33333333333333, 86.11111111111111]","[100, 100, 50, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0]",100.0,100.0,80.0,100.0,75.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1,[0.0],0.0,0.0,0.0,0.0,83.82608695652173,100.0,,,80.0,72.46376811594203,100.0,66.66666666666667,1,0.0,[0],83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",59.25925925925926,,17.784256559766764,343.0,61.0
UGA_001004,Bunoga HC III,Tooro,Kamwenge District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,11223,100,100,100,100,100,91.27777777777777,98.66666666666667,"[100.0, 90.0, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",96.0,100.0,100.0,83.88888888888889,"[88.88888888888889, 88.88888888888889, 88.88888888888889, 77.77777777777777, 75.0]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 75, 100, 100, 100, 100, 100, 0, 0]",100.0,95.0,100.0,100.0,100.0,100.0,100.0,60.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,25.0,1,[25.0],100.0,0.0,0.0,0.0,82.39777126320142,100.0,42.857142857142854,40.83333333333333,100.0,93.0939226519337,100.0,100.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,62.96296296296296,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 100]",62.96296296296296,,38.095238095238095,21.0,8.0
UGA_005073,Nakasongola HC IV,North Central,Nakasongola District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,70.33333333333333,57.333333333333336,"[70.0, 60.0, 70.0, 80.0, 80.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",72.0,50.0,50.0,83.33333333333333,"[77.77777777777777, 61.111111111111114, 100.0, 77.77777777777777, 100.0]","[100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 50, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,90.0,100.0,100.0,80.0,40.0,100.0,0.0,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,53.333333333333336,100.0,,60.0,0.0,12.5,2,"[25.0, 0.0]",50.0,0.0,0.0,0.0,73.86581286858551,53.333333333333336,100.0,6.5,60.0,97.22735674676525,100.0,100.0,2,0.0,"[0, 0]",100.0,85.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,59.25925925925926,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 100, 100, 100, 0]",59.25925925925926,,,64.0,999.0
UGA_001673,Epi-Centre Senge HC III,South Central,Butambala District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,4000,100,100,100,100,100,79.14485766758494,71.90082644628099,"[90.9090909090909, 100.0, 100.0, 100.0, 100.0, 50.0, 50.0, 0.0, 50.0, 50.0, 100.0]",98.18181818181817,40.0,100.0,86.38888888888889,"[77.77777777777777, 87.5, 100.0, 77.77777777777777, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,40.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,3,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,90.0,100.0,50.0,100.0,80.0,100.0,100.0,100.0,3,0.0,"[0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,48.148148148148145,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100]",48.148148148148145,,63.1578947368421,19.0,12.0
UGA_004445,Mbulamuti HC III,Busoga,Kamuli District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,360,100,100,100,100,100,66.44444444444444,57.333333333333336,"[70.0, 70.0, 70.0, 70.0, 80.0, 50.0, 0.0, 0.0, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0]",72.0,10.0,90.0,75.55555555555556,"[66.66666666666667, 75.0, 75.0, 88.88888888888889, 72.22222222222223]","[100, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, nan, 100, 100, 100, 0, 0, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 0, 100, 0]",60.0,100.0,90.0,100.0,68.75,100.0,80.0,80.0,0.0,75.0,"[100, 100, 0, 100]",100.0,100.0,100.0,0.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,4,"[50.0, 25.0, 25.0, 0.0]",75.0,0.0,0.0,25.0,72.41695303550974,66.66666666666667,50.0,100.0,40.0,77.83505154639175,100.0,,4,0.0,"[0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,29.62962962962963,"[100, 100, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0]",29.62962962962963,,9.090909090909092,22.0,2.0
UGA_000099,Adjumani Hospital,West Nile,Adjumani District,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,477787,100,100,100,100,100,72.5,73.33333333333333,"[80.0, 80.0, 80.0, 80.0, 80.0, 50.0, 50.0, 50.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,40.0,100.0,71.66666666666667,"[72.22222222222223, 72.22222222222223, 69.44444444444444, 72.22222222222223, 72.22222222222223]","[75, 75, 75, 75, 50, 100, 100, 100, 0, 75, 75, 75, 75, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 50, 100, 100, 100, 0]",75.0,75.0,65.0,75.0,55.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,2,"[50.0, 50.0]",100.0,0.0,100.0,0.0,74.98141760176108,66.66666666666667,91.57894736842105,6.925287356321839,60.0,99.69902182091799,100.0,100.0,2,100.0,"[100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,70.37037037037037,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 100, 100, 100, 100]",70.37037037037037,,8.421052631578947,190.0,16.0
UGA_005607,Obongi HC IV,West Nile,Obongi District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,10709,100,100,100,100,100,58.16666666666667,44.666666666666664,"[70.0, 70.0, 70.0, 80.0, 80.0, 0.0, 0.0, 0.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",74.0,10.0,50.0,71.66666666666667,"[69.44444444444444, 72.22222222222223, 75.0, 69.44444444444444, 72.22222222222223]","[75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 100, 50, 75, 50, 100, 100, 100, 0]",75.0,80.0,55.0,75.0,60.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,1,[50.0],100.0,0.0,100.0,0.0,75.20010557739916,66.66666666666667,95.23809523809523,10.5,80.0,98.79587155963303,,100.0,1,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",59.25925925925926,,12.5,48.0,6.0
UGA_007294,Yumbe Hospital,West Nile,Yumbe District,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,24320,100,100,100,100,100,66.33333333333334,59.333333333333336,"[80.0, 80.0, 80.0, 80.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.0,0.0,100.0,73.33333333333334,"[75.0, 75.0, 72.22222222222223, 75.0, 69.44444444444444]","[75, 100, 75, 75, 50, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 75, 100, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0]",75.0,80.0,65.0,85.0,55.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,60.0,80.0,,100.0,0.0,37.5,4,"[25.0, 50.0, 50.0, 25.0]",100.0,0.0,50.0,0.0,70.45951934743354,60.0,77.41935483870968,0.0,60.0,95.7972805933251,100.0,100.0,4,50.0,"[0, 100, 100, 0]",83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 100, 0]",66.66666666666667,,52.307692307692314,130.0,68.0
UGA_003209,Kigarama HC II,Kigezi,Kabale District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,7333,100,0,100,0,100,70.37037037037038,,[],,,,70.37037037037038,"[77.77777777777777, 66.66666666666667, 66.66666666666667, nan, nan]","[100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 50, 25, 100, 25, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,83.33333333333333,75.0,66.66666666666667,41.666666666666664,100.0,100.0,66.66666666666667,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,,,,,,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,51.98170731707317,,,12.5,,91.46341463414635,,,2,0.0,"[0, 0]",16.666666666666664,100.0,100.0,,,100.0,,100.0,100.0,,,,7.407407407407407,"[100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7.407407407407407,,,999.0,999.0
UGA_001902,Goboro HC II,West Nile,Yumbe District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,7743,100,0,100,100,100,65.66666666666667,58.0,"[50.0, 50.0, 50.0, 70.0, 70.0]",58.0,,,73.33333333333334,"[69.44444444444444, 77.77777777777777, 72.22222222222223, 72.22222222222223, 75.0]","[75, 75, 50, 75, 50, 100, 100, 100, 0, 100, 100, 50, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 50, 100, 100, 100, 0, 75, 75, 75, 75, 50, 100, 100, 100, 0, 100, 100, 50, 75, 50, 100, 100, 100, 0]",85.0,85.0,60.0,75.0,55.0,100.0,100.0,100.0,0.0,0.0,[],0.0,,,,,33.333333333333336,0.0,,100.0,0.0,0.0,3,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,65.11737089201878,33.333333333333336,100.0,0.0,100.0,92.25352112676056,,,3,0.0,"[0, 0, 0]",33.33333333333333,100.0,100.0,,,100.0,100.0,100.0,100.0,,,,7.407407407407407,"[100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7.407407407407407,,20.0,5.0,1.0
UGA_001679,Eria HC III,West Nile,Moyo District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,3815,100,100,100,100,100,69.16666666666667,70.0,"[80.0, 70.0, 80.0, 80.0, 80.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0]",78.0,50.0,100.0,68.33333333333334,"[58.333333333333336, 69.44444444444444, 69.44444444444444, 75.0, 69.44444444444444]","[75, 75, 50, 75, 50, 0, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 100, 75, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0]",75.0,75.0,60.0,75.0,50.0,80.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,2,"[50.0, 50.0]",100.0,0.0,100.0,0.0,72.37276612276612,66.66666666666667,84.61538461538461,10.909090909090908,80.0,92.04545454545455,,100.0,2,100.0,"[100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 100, 100, 100, 0]",59.25925925925926,,70.9090909090909,55.0,39.0
UGA_004647,Moyo Hospital,West Nile,Moyo District,SECONDARY,GENERAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,11832,100,100,100,100,100,63.55555555555556,59.333333333333336,"[80.0, 80.0, 80.0, 80.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.0,0.0,100.0,67.77777777777779,"[69.44444444444444, 66.66666666666667, 69.44444444444444, 66.66666666666667, 66.66666666666667]","[75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 50, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 50, 50, 100, 100, 100, 0, 75, 75, 50, 75, 25, 100, 100, 100, 0]",75.0,75.0,50.0,65.0,45.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,3,"[25.0, 75.0, 50.0]",66.66666666666667,33.333333333333336,100.0,0.0,81.0441607767134,66.66666666666667,92.95774647887323,10.606060606060606,100.0,97.07865168539325,100.0,100.0,3,100.0,"[100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,70.37037037037037,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",70.37037037037037,,20.955882352941178,272.0,57.0
UGA_008807,Buwenge General Hospital,Busoga,Jinja District,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,250000,100,100,100,100,100,76.88888888888889,76.0,"[70.0, 80.0, 80.0, 80.0, 80.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.0,50.0,100.0,77.77777777777777,"[77.77777777777777, 75.0, 77.77777777777777, 83.33333333333333, 75.0]","[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 25, 100, 50, 100, 100, 100, 0]",100.0,100.0,55.0,100.0,45.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,60.000000000000014,100.0,100.0,80.0,0.0,45.0,5,"[25.0, 50.0, 50.0, 50.0, 50.0]",100.0,0.0,40.0,40.0,76.9808875931325,60.000000000000014,66.66666666666666,100.0,60.0,75.21865889212827,100.0,,5,40.0,"[0, 100, 100, 0, 0]",16.666666666666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.851851851851855,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 100, 0, 0, 100, 100, 100, 100, 0]",51.851851851851855,,32.10526315789474,190.0,61.0
