Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
GMB_000034,Alhagie Bah,Gambia,Brikama Ba Health Centre,Random,Central River,Brikama Ba,SECONDARY,GMB,13.5381038,-14.9243232,45.6,4.4,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,51451
GMB_000039,Lamin Manjang,Gambia,Jahally Health Centre NGO,Random,Central River,Jahally,SECONDARY,GMB,13.5447217,-14.9685633,15.6,4.3,CLINIC/DISPENSARY,,NGO/NOT-FOR-PROFIT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
GMB_000077,Joseph W. Jatta,Gambia,Farafenni General Hospital,Panel,North Bank,Farafenni,SECONDARY,GMB,13.574378,-15.6068919,90.8,3.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,TERTIARY,132740
GMB_000032,Mot Ceesay,Gambia,Bansang General Hospital,Panel,Central River,Bansang,SECONDARY,GMB,13.4456963,-14.6660526,47.5,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,600000
GMB_000043,Babucarr Jassey,Gambia,Kaur Health Centre,Panel,Central River,Kaur,SECONDARY,GMB,13.7075401,-15.3314597,49.4,1.8,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,18829
GMB_000091,Susan Sambou,Gambia,Ngayen Sanjal Health Centre,Random,North Bank,Ngayen Sanjal,SECONDARY,GMB,13.594395,-15.4417471,82.1,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,18164
GMB_000054,Musa Samateh,Gambia,St Lazarus Health Center,Random,Central River,,PRIMARY,GMB,13.4956399,-14.8327101,28.7,2.4,CLINIC/DISPENSARY,,NGO/NOT-FOR-PROFIT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
GMB_000066,Sarja Tamba,Gambia,Pakaliba Minor H Centre,Random,Mansakonko,Pakaliba,SECONDARY,GMB,13.5173227,-15.2459458,47.8,1.8,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,10056
GMB_000070,Musa Samateh,Gambia,Sutukung Health Post,Random,Mansakonko,Sutukung,SECONDARY,GMB,13.4736372,-15.2712667,51.5,4.3,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,SECONDARY,5545
GMB_000053,Lamin Manjang,Gambia,Sare Sofie Village Clinic,Random,Central River,Sare Sofie,PRIMARY,GMB,13.4197204,-14.5229278,31.9,5,CLINIC/DISPENSARY,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,14817
GMB_000058,Mot Ceesay,Gambia,Jappineh NGO Clinic,Random,Mansakonko,Japinneh,SECONDARY,GMB,13.4258265,-15.4197691,115.3,2.4,HEALTH POST,,NGO/NOT-FOR-PROFIT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
GMB_000078,Elizabeth Barrai,Gambia,Farafenni RCH,Panel,North Bank,Farafenni,TERTIARY,GMB,13.574733,-15.6058003,56.5,2.7,OTHER (SPECIFY),RCH,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,OUTPATIENT ONLY,TERTIARY,49983
GMB_000081,Elizabeth Barrai,Gambia,Illiassa Health Centre,Random,North Bank,Illiasa,SECONDARY,GMB,13.5645016,-15.7498937,46.7,4.7,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,18317
GMB_000075,Susan Sambou,Gambia,Daru Health Post,Random,North Bank,Daru,PRIMARY,GMB,13.5481127,-15.9835063,82.5,3.9,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,7835
GMB_000073,Elizabeth Barrai,Gambia,Bakang Health Post,Random,North Bank,Bakang,PRIMARY,GMB,13.5058675,-16.1447245,64.2,1.6,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,4055
GMB_000055,Sarja Tamba,Gambia,Bureng H Center,Random,Mansakonko,Bureng,SECONDARY,GMB,13.4247748,-15.2774762,65,2.5,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,8226
GMB_000111,Sarja Tamba,Gambia,Gambisara Health Centre,Panel,Upper River,Gambisara,SECONDARY,GMB,13.2438004,-14.3078265,73.7,4.1,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,40000
GMB_000036,Sarja Tamba,Gambia,Dankunku Health Centre,Panel,Central River,Dankunku,SECONDARY,GMB,13.5726767,-15.3239655,55.7,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,15345
GMB_000042,Musa Samateh,Gambia,Janjangbureh Health Center,Panel,Central River,Janjanbureh,SECONDARY,GMB,13.5431582,-14.7655018,37.1,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,18143
GMB_000112,Sarja Tamba,Gambia,Garawol Community Clinic,Random,Upper River,Garawol,SECONDARY,GMB,13.4052428,-13.9362408,59.6,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,15731
GMB_000103,Musa Samateh,Gambia,CREN Clinic,Random,Upper River,Basse,SECONDARY,GMB,13.3005889,-14.2116008,33.7,3.6,CLINIC/DISPENSARY,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,97853
GMB_000044,Mot Ceesay,Gambia,Kudang Health Centre,Panel,Central River,Kudang,SECONDARY,GMB,13.6606474,-15.0575627,87,2.2,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,28671
GMB_000063,Alhagie Bah,Gambia,Kulikunda H Post,Random,Mansakonko,Kuli Kunda,PRIMARY,GMB,13.3380794,-15.9209483,26.3,4.8,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2266
GMB_000059,Musa Samateh,Gambia,Jifarong H Post,Random,Mansakonko,Jifarong,PRIMARY,GMB,13.2981415,-15.8671931,55.5,4.6,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,9256
GMB_000096,Joseph W. Jatta,Gambia,Salikene Health Centre,Panel,North Bank,Salikene,SECONDARY,GMB,13.4870043,-15.968442,55.2,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,7290
GMB_000090,Joseph W. Jatta,Gambia,Nema Kunku Health Centre,Random,North Bank,Nema Kunku,SECONDARY,GMB,13.4127406,-16.4276453,387.8,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,SECONDARY,6990
GMB_000067,Alhagie Bah,Gambia,Sare Musa Clinic,Random,Mansakonko,Sare Musa,PRIMARY,GMB,13.3831698,-15.536107,47.9,4.9,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,3075
GMB_000056,Sarja Tamba,Gambia,Dongoro Ba H Center,Random,Mansakonko,Dongoro Ba,SECONDARY,GMB,13.3836809,-15.2936699,52.4,4.1,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,RURAL,OUTPATIENT ONLY,SECONDARY,9
GMB_000061,Mot Ceesay,Gambia,Karantaba H Center,Panel,Mansakonko,Karantaba,SECONDARY,GMB,13.3519083,-16.1518431,-1,3.2,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,7852
GMB_000080,Joseph W. Jatta,Gambia,Ginack Health Centre,Random,North Bank,Ginack,SECONDARY,GMB,13.5800755,-16.5261594,57,3.9,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,SECONDARY,1875
GMB_000060,Sarja Tamba,Gambia,Kaiaf H Center,Random,Mansakonko,Kaiaf,SECONDARY,GMB,13.409299,-15.6097133,44.2,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,7755
GMB_000069,Mot Ceesay,Gambia,Soma District Hospital,Panel,Mansakonko,Soma,TERTIARY,GMB,13.4503413,-15.5396653,45.9,4.5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,TERTIARY,29828
GMB_000065,Lamin Manjang,Gambia,Nema H Post,Random,Mansakonko,Nema,PRIMARY,GMB,13.4116679,-15.7509917,17.9,4.8,HEALTH POST,,PRIVATE-FOR-PROFIT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
GMB_000068,Lamin Manjang,Gambia,Sibito H Post,Random,Mansakonko,Sibito,SECONDARY,GMB,13.380217,-15.7347824,40.8,4.8,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2851
GMB_000079,Susan Sambou,Gambia,Fass Njaga Choi Health Post,Random,North Bank,Fass Njaga Choi,PRIMARY,GMB,13.5606283,-16.426412,60.4,4.3,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,14315
GMB_000071,Alhagie Bah,Gambia,Toniataba Community Clinic,Random,Mansakonko,Lower River,PRIMARY,GMB,13.4348113,-15.5746624,27.5,4.7,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2880
GMB_000062,Lamin Manjang,Gambia,Kolior Health Post,Panel,Mansakonko,Kolior,TERTIARY,GMB,13.4130824,-15.6692248,47.4,4.9,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,9130
GMB_000137,Alhagie Bah,Gambia,Kalagi Health Centre,Random,West coast,Kalagi,SECONDARY,GMB,13.2479422,-15.8426654,44.5,4.5,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,12411
GMB_000138,Mot Ceesay,Gambia,Kanilai Health Centre,Random,West coast,Kanilai,SECONDARY,GMB,13.1700884,-16.0100801,66.6,4.5,CLINIC/DISPENSARY,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,4000
GMB_000153,Lamin Manjang,Gambia,Sintet Health Centre,Random,West coast,Sintet,SECONDARY,GMB,13.2340153,-15.8159384,19.5,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,12665
GMB_000144,Alhagie Bah,Gambia,Mayork Health Post,Random,West coast,Mayork,PRIMARY,GMB,13.2318319,-15.9564481,63.3,4.4,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,3325
GMB_000151,Sarja Tamba,Gambia,Sibanor WEC NGO Clinic,Random,West coast,Sibanor,SECONDARY,GMB,13.2066987,-16.1878945,101.5,3.3,OTHER (SPECIFY),Non Government Organisation,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,17963
GMB_000130,Musa Samateh,Gambia,Bwiam General Hospital,Panel,West coast,Bwiam,TERTIARY,GMB,13.2306671,-16.0765783,66.6,2.8,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,TERTIARY,68000
GMB_000057,Lamin Manjang,Gambia,Jalambereh Clinic,Random,Mansakonko,Jalambere,PRIMARY,GMB,13.400155,-15.3982333,25.9,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9512
GMB_000064,Lamin Manjang,Gambia,Kwinella Health Centre,Panel,Mansakonko,Kwinella,SECONDARY,GMB,13.4033845,-15.7997288,33.9,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9875
GMB_000136,Sarja Tamba,Gambia,Kafuta Health Centre,Random,West coast,Kafuta,SECONDARY,GMB,13.1962362,-16.457395,41.7,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,30584
GMB_000143,Alhagie Bah,Gambia,Madina Salam Community Clinic,Random,West coast,Madina Salam,PRIMARY,GMB,13.1423117,-16.7685425,67.6,4.2,COMMUNITY CLINIC,,NGO/NOT-FOR-PROFIT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
GMB_000140,Mot Ceesay,Gambia,Kartong Health Post,Random,West coast,Kartong,PRIMARY,GMB,13.0975698,-16.7616228,51.6,1.6,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,5315
GMB_000012,Joseph W. Jatta,Gambia,Faji Kunda Major Health Centre,Panel,Kanifing,Faji Kunda,SECONDARY,GMB,13.4124625,-16.6680954,48.2,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,90000
GMB_000132,Musa Samateh,Gambia,Gunjur Health Centre,Panel,West coast,Gunjur,SECONDARY,GMB,13.1796227,-16.7561296,121.8,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,53292
GMB_000124,Sarja Tamba,Gambia,Basori Health Post,Random,West coast,Basori,PRIMARY,GMB,13.2226421,-16.5906422,48.7,3.9,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,OUTPATIENT ONLY,PRIMARY,17604
GMB_000092,Babucarr Jassey,Gambia,Njaba kunda Health Centre,Random,North Bank,Njaba kunda,SECONDARY,GMB,13.5582839,-15.9137751,0,745.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,11173
GMB_000152,Musa Samateh,Gambia,Siffoe Community Clinic,Random,West coast,,SECONDARY,GMB,13.1842522,-16.6973603,59.5,2.1,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,OUTPATIENT ONLY,PRIMARY,8550
GMB_000146,Alhagie Bah,Gambia,Nyofelleh Community Clinic,Random,West coast,Nyofelleh,PRIMARY,GMB,13.2207677,-16.7118415,52.7,3.9,COMMUNITY CLINIC,,NGO/NOT-FOR-PROFIT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
GMB_000074,Elizabeth Barrai,Gambia,Buniadou Health Centre,Random,North Bank,Buniadou,SECONDARY,GMB,13.4828037,-16.4747069,54.8,5,COMMUNITY CLINIC,,COMMUNITY,,RURAL,OUTPATIENT ONLY,PRIMARY,9
GMB_000150,Musa Samateh,Gambia,Sanyang Major Health Centre,Random,West coast,Sanyang,SECONDARY,GMB,13.2692212,-16.7590178,36.5,2.2,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,43713
GMB_000149,Lamin Manjang,Gambia,Sambuya Community Clinic,Random,West coast,Sambuya,PRIMARY,GMB,13.20708,-16.7749183,30.7,4.3,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,OUTPATIENT ONLY,PRIMARY,9000
GMB_000072,Elizabeth Barrai,Gambia,Albreda Health Centre,Random,North Bank,Albreda,SECONDARY,GMB,13.3379861,-16.3941674,125.2,1.3,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,12884
GMB_000085,Elizabeth Barrai,Gambia,Kuntaya Mayor Health Centre,Panel,North Bank,Kuntaya,SECONDARY,GMB,13.5346874,-16.2231457,61.9,2.8,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,28552
GMB_000033,Alhagie Bah,Gambia,Bansang RCH,Random,Central River,Bansang,SECONDARY,GMB,13.4457915,-14.6664159,47.5,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,52293
GMB_000095,Babucarr Jassey,Gambia,Saba Health Post,Random,North Bank,Saba,PRIMARY,GMB,13.5210372,-16.0487715,0,2600,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,12696
GMB_000015,Susan Sambou,Gambia,Kanifing General Hospital,Panel,Kanifing,Kanifing,TERTIARY,GMB,13.4592186,-16.674211,65.2,4.6,REGIONAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,600000
GMB_000156,Alhagie Bah,Gambia,Tujereng Health Post,Random,West coast,Tujereng,PRIMARY,GMB,13.3149667,-16.7839283,51.5,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,20522
GMB_000083,Babucarr Jassey,Gambia,Kerewan Health Centre,Panel,North Bank,Kerewan,SECONDARY,GMB,13.4924039,-16.0902883,0,1700,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,22235
GMB_000016,Joseph W. Jatta,Gambia,Lamtoro Medical Clinic,Random,West coast,Bijilo,SECONDARY,GMB,13.4443979,-16.7194066,47.5,4.3,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
GMB_000097,Susan Sambou,Gambia,Sarakunda Health Centre,Random,North Bank,Sara Kunda,SECONDARY,GMB,13.536485,-15.4148174,55.3,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,SECONDARY,10328
GMB_000076,Babucarr Jassey,Gambia,Essau District Hospital,Panel,North Bank,Essau,SECONDARY,GMB,13.4834698,-16.5345343,41.5,1,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,44716
GMB_000122,Lamin Manjang,Gambia,Banyaka Community Clinic,Random,West coast,Banyaka,SECONDARY,GMB,13.322623,-16.7432792,10.4,4.9,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,5204
GMB_000084,Babucarr Jassey,Gambia,Kerr Cherno Health Centre,Random,North Bank,Kerr Cherno,SECONDARY,GMB,13.4542113,-16.3369269,69.5,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,19572
GMB_000010,Susan Sambou,Gambia,Bundung Maternal and Child Health Hospital BMCHH,Panel,Kanifing,Bundung,TERTIARY,GMB,13.4210086,-16.6816987,61.6,3.9,SPECIALTY HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,162850
