Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_001168,Ngabu Sda Health Centre,South West Zone,Chikwawa,PRIMARY,HEALTH CENTRE,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,36554,100,0,100,100,100,59.5,39.0,"[80.0, 70.0, 80.0, 80.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0]",78.0,0.0,,80.0,"[83.33333333333333, 75.0, 80.55555555555556, 91.66666666666667, 69.44444444444444]","[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 50, 75, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 100, 100, 100, 75, 100, 50, 100, 0, 100, 0]",100.0,90.0,80.0,100.0,50.0,100.0,80.0,100.0,20.0,75.0,"[100, 0, 100, 100]",100,100.0,0.0,100.0,100.0,60.000000000000014,100.0,100.0,80.0,0.0,65.0,5,"[75.0, 50.0, 75.0, 50.0, 75.0]",100.0,60.0,100.0,0.0,86.71985815602837,60.000000000000014,100.0,100.0,80.0,80.31914893617021,,100.0,100.0,"[100, 100, 100, 100, 100]",16.666666666666664,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,29.62962962962963,"[100, 100, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0]",29.62962962962963,,69.6969696969697,33.0,23.0
MWI_000339,Diamphwe Health Centre,Central West Zone,Lilongwe,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,21703,100,100,100,100,100,58.47979797979798,54.18181818181818,"[70.0, 72.72727272727273, 60.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",62.54545454545455,0.0,100.0,62.777777777777786,"[44.44444444444444, 68.75, 69.44444444444444, 50.0, 81.25]","[50, 50, 0, 50, 50, 0, 100, 100, 0, 100, 50, 0, 100, nan, 100, 100, 100, 0, 100, 50, 50, 100, 25, 100, 100, 100, 0, 75, 50, 25, 100, 0, 100, 100, 0, 0, 100, 100, 50, 100, nan, 100, 100, 100, 0]",85.0,60.0,25.0,90.0,25.0,80.0,100.0,80.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,63.333333333333336,100.0,0.0,100.0,0.0,40.0,5,"[50.0, 50.0, 75.0, 0.0, 25.0]",20.0,0.0,80.0,60.0,70.70175438596492,63.333333333333336,50.0,100.0,80.0,91.57894736842105,60.0,50.0,80.0,"[100, 100, 100, 0, 100]",83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,51.851851851851855,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 100, 100, 100]",51.851851851851855,,21.428571428571427,56.0,12.0
MWI_000914,Mhuju Rural Hospital,North Zone,Rumphi,SECONDARY,OTHER (SPECIFY),Community Hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9,100,100,100,100,100,68.75,50.0,"[60.0, 50.0, 50.0, 50.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",50.0,50.0,50.0,87.5,"[86.11111111111111, 88.88888888888889]","[100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,100.0,100.0,87.5,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,35.0,5,"[75.0, 25.0, 25.0, 25.0, 25.0]",20.0,20.0,60.0,40.0,43.258145363408524,66.66666666666667,50.0,100.0,0.0,86.14035087719299,0.0,0.0,60.0,"[100, 100, 0, 100, 0]",50.0,85.71428571428571,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,33.333333333333336,"[100, 100, 100, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 100, 0]",33.333333333333336,,,34.0,999.0
MWI_000795,Makwapala Health Centre,South East Zone,Zomba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,25000,100,100,100,100,100,49.44444444444444,46.666666666666664,"[40.0, 40.0, 60.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 50.0]",50.0,0.0,90.0,52.222222222222214,"[50.0, 69.44444444444444, 38.888888888888886, 63.888888888888886, 38.888888888888886]","[100, 50, 50, 100, 50, 100, 0, 0, 0, 100, 100, 100, 25, 0, 100, 100, 100, 0, 75, 50, 25, 0, 100, 100, 0, 0, 0, 75, 50, 0, 50, 100, 100, 100, 100, 0, 50, 50, 0, 50, 0, 100, 100, 0, 0]",80.0,60.0,35.0,45.0,50.0,100.0,60.0,40.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,20.0,5,"[25.0, 25.0, 25.0, 0.0, 25.0]",0.0,0.0,40.0,40.0,79.28011204481793,66.66666666666667,100.0,100.0,0.0,88.29411764705883,100.0,100.0,40.0,"[0, 100, 0, 0, 100]",83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,22.22222222222222,"[100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",22.22222222222222,,12.222222222222221,90.0,11.0
MWI_001371,St. Lukes Mission Hospital,South East Zone,Zomba,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,90000,100,100,100,100,100,52.65277777777778,27.666666666666668,"[66.66666666666667, 40.0, 60.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0]",55.333333333333336,0.0,,77.63888888888889,"[69.44444444444444, 81.25, 75.0, 100.0, 62.5]","[100, 100, 75, 100, 50, 100, 0, 100, 0, 100, 100, 50, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 0, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 0, 0, 0, 100, nan]",100.0,100.0,85.0,100.0,50.0,80.0,20.0,100.0,0.0,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,63.333333333333336,100.0,,100.0,0.0,60.0,5,"[75.0, 25.0, 75.0, 50.0, 75.0]",80.0,0.0,80.0,80.0,68.49537037037037,63.333333333333336,100.0,49.375,0.0,98.26388888888889,,100.0,80.0,"[100, 0, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,55.55555555555556,"[100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555555555556,,19.875776397515526,161.0,32.0
MWI_000347,Domasi Rural Hospital,South East Zone,Zomba,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,31215,100,100,100,100,100,53.93939393939394,54.54545454545455,"[80.0, 80.0, 80.0, 80.0, 80.0, 0.0, 0.0, 50.0, 0.0, 50.0, 100.0]",80.0,20.0,100.0,53.33333333333333,"[44.44444444444444, 36.111111111111114, 50.0, 61.111111111111114, 75.0]","[50, 75, 50, 100, 25, 100, 0, 0, 0, 25, 50, 25, 75, 50, 100, 0, 0, 0, 100, 75, 50, 75, 50, 0, 0, 100, 0, 100, 75, 50, 75, 50, 100, 0, 100, 0, 75, 100, 50, 100, 50, 100, 100, 100, 0]",70.0,75.0,45.0,85.0,45.0,80.0,20.0,60.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,60.0,5,"[50.0, 100.0, 50.0, 25.0, 75.0]",60.0,80.0,40.0,60.0,84.80725623582767,66.66666666666667,71.42857142857143,100.0,60.0,95.55555555555556,100.0,100.0,40.0,"[0, 100, 0, 0, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,18.51851851851852,"[0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",18.51851851851852,,,119.0,999.0
MWI_000491,Kafere Health Centre,Central West Zone,Dedza,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,14322,100,0,100,100,100,53.27777777777778,31.0,"[60.0, 60.0, 70.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",62.0,0.0,,75.55555555555556,"[77.77777777777777, 77.77777777777777, 69.44444444444444, 77.77777777777777, 75.0]","[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 75, 75, 50, 100, 100, 100, 0, 100, 50, 50, 75, 50, 100, 100, 100, 0, 100, 100, 75, 75, 50, 100, 100, 100, 0, 100, 50, 75, 100, 50, 100, 100, 100, 0]",100.0,80.0,65.0,85.0,50.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,75.0,5,"[75.0, 75.0, 75.0, 75.0, 75.0]",100.0,0.0,100.0,100.0,48.782888510316106,66.66666666666667,50.0,0.0,40.0,86.03066439522998,,50.0,100.0,"[100, 100, 100, 100, 100]",0.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,27.272727272727273,"[100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0]",,27.272727272727273,25.0,24.0,6.0
MWI_000107,Bolero Rural Hospital,North Zone,Rumphi,SECONDARY,OTHER (SPECIFY),Rural hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,48335,100,100,100,100,100,66.05324074074075,58.148148148148145,"[66.66666666666667, 44.44444444444444, 77.77777777777777, 77.77777777777777, 55.55555555555556, 0.0, 50.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",64.44444444444443,10.0,100.0,73.95833333333334,"[47.22222222222222, 75.0, 81.25, 96.875, 69.44444444444444]","[100, 25, 75, 100, 25, 100, 0, 0, 0, 100, 100, 25, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, nan, 100, 100, 100, 100, 75, 100, 100, 100, nan, 100, 100, 75, 100, 50, 100, 0, 100, 0]",100.0,85.0,75.0,100.0,50.0,100.0,40.0,80.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,50.0,,,100.0,0.0,18.75,4,"[25.0, 25.0, 25.0, 0.0]",0.0,0.0,75.0,0.0,71.66475681181564,50.0,50.0,100.0,40.0,94.98663101604278,100.0,66.66666666666667,75.0,"[100, 100, 100, 0]",83.33333333333334,71.42857142857143,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,48.148148148148145,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",48.148148148148145,,,74.0,999.0
MWI_001399,Tengani Health Centre,South West Zone,Nsanje,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,28135,100,100,100,100,100,76.0,65.33333333333333,"[40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",46.0,50.0,100.0,86.66666666666666,"[75.0, 94.44444444444444, 80.55555555555556, 86.11111111111111, 97.22222222222223]","[100, 100, 75, 100, 100, 100, 0, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 50, 75, 100, 100, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 100]",100.0,90.0,75.0,100.0,95.0,100.0,80.0,100.0,40.0,75.0,"[100, 0, 100, 100]",100,100.0,0.0,100.0,100.0,60.000000000000014,100.0,,80.0,0.0,65.0,5,"[75.0, 75.0, 25.0, 50.0, 100.0]",60.0,40.0,100.0,60.0,63.78771355870593,60.000000000000014,100.0,0.0,100.0,86.51399491094148,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,63.63636363636363,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 100]",,63.63636363636363,10.416666666666668,48.0,5.0
MWI_001167,Ngabu Rural Hospital,South West Zone,Chikwawa,SECONDARY,OTHER (SPECIFY),Rural Hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,89242,100,100,100,100,100,66.44742063492063,69.33333333333333,"[70.0, 70.0, 80.0, 60.0, 60.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 50.0, 100.0]",68.0,60.0,80.0,63.56150793650794,"[60.714285714285715, 53.125, 72.22222222222223, 88.88888888888889, 42.857142857142854]","[50, 75, nan, nan, 0, 100, 100, 100, 0, 50, 75, 100, nan, 0, 0, 0, 100, 100, 0, 75, 75, 100, 0, 100, 100, 100, 100, 100, 100, 75, 100, 25, 100, 100, 100, 100, 100, 100, 0, nan, nan, 0, 0, 100, 0]",60.0,85.0,62.5,100.0,6.25,60.0,60.0,100.0,60.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,86.66666666666667,100.0,,100.0,60.0,55.0,5,"[50.0, 75.0, 50.0, 50.0, 50.0]",20.0,100.0,100.0,0.0,66.0392156862745,86.66666666666667,23.52941176470588,100.0,60.0,,60.0,,100.0,"[100, 100, 100, 100, 100]",33.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,51.851851851851855,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 0]",51.851851851851855,,,999.0,999.0
MWI_000600,Katowo Rural Hospital,North Zone,Rumphi,SECONDARY,OTHER (SPECIFY),RURAL HOSPITAL,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,16604,100,100,100,100,100,57.73148148148148,30.462962962962962,"[50.0, 55.55555555555556, 60.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0]",53.11111111111111,0.0,50.0,85.0,"[66.66666666666667, 88.88888888888889, 100.0, 69.44444444444444, 100.0]","[100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 25, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,65.0,80.0,60.0,100.0,33.333333333333336,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,63.333333333333336,100.0,,100.0,0.0,30.0,5,"[50.0, 50.0, 25.0, 0.0, 25.0]",60.0,20.0,20.0,20.0,62.85941352017647,63.333333333333336,100.0,47.5,40.0,99.1825613079019,50.0,40.0,20.0,"[0, 0, 100, 0, 0]",83.33333333333334,85.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,0.0,50.0,0.0,100.0,37.03703703703704,"[100, 100, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",37.03703703703704,,21.666666666666668,60.0,13.0
MWI_001149,Nayuchi Health Centre,South East Zone,Machinga,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,23893,100,100,100,100,100,79.16666666666667,80.0,"[60.0, 60.0, 70.0, 70.0, 70.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",66.0,90.0,100.0,78.33333333333334,"[77.77777777777777, 72.22222222222223, 72.22222222222223, 77.77777777777777, 91.66666666666667]","[100, 75, 75, 100, 50, 100, 100, 100, 0, 100, 75, 100, 100, 75, 100, 100, 0, 0, 100, 100, 100, 100, 50, 100, 100, 0, 0, 100, 100, 25, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 100]",100.0,90.0,75.0,100.0,60.0,100.0,100.0,60.0,20.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,85.0,5,"[100.0, 100.0, 50.0, 75.0, 100.0]",100.0,100.0,60.0,80.0,83.55287124916116,66.66666666666667,100.0,100.0,40.0,94.65056082830026,100.0,,60.0,"[100, 100, 0, 0, 100]",66.66666666666666,85.71428571428571,100.0,100.0,100.0,0.0,100.0,100.0,100.0,,,,18.51851851851852,"[100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 100]",18.51851851851852,,14.285714285714285,70.0,10.0
MWI_000525,Kamsonga Health Centre,Central East Zone,Ntchisi,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,24176,100,100,100,100,100,43.20707070707071,23.636363636363637,"[40.0, 40.0, 40.0, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",42.0,0.0,50.0,62.777777777777786,"[33.333333333333336, 75.0, 66.66666666666667, 66.66666666666667, 72.22222222222223]","[100, 100, 0, 100, 0, 0, 0, 0, 0, 100, 75, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0]",100.0,95.0,80.0,100.0,70.0,40.0,0.0,80.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,20.0,5,"[25.0, 0.0, 0.0, 50.0, 25.0]",20.0,0.0,0.0,60.0,72.36167341430499,66.66666666666667,100.0,100.0,40.0,99.86504723346829,0.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,29.62962962962963,"[100, 100, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",29.62962962962963,,34.48275862068966,58.0,20.0
MWI_001302,Rumphi District Hospital,North Zone,Rumphi,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,39400,100,100,100,100,100,68.31818181818181,58.3030303030303,"[54.54545454545455, 60.0, 80.0, 60.0, 70.0, 0.0, 0.0, 50.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",64.9090909090909,10.0,100.0,78.33333333333333,"[75.0, 77.77777777777777, 88.88888888888889, 66.66666666666667, 83.33333333333333]","[100, 100, 25, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,100.0,65.0,100.0,40.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,43.333333333333336,40.0,0.0,100.0,0.0,20.0,5,"[0.0, 0.0, 0.0, 50.0, 50.0]",0.0,40.0,40.0,0.0,40.33725490196078,43.333333333333336,,,0.0,78.3529411764706,80.0,0.0,40.0,"[0, 0, 0, 100, 100]",100.0,85.71428571428571,100.0,100.0,100.0,100.0,100.0,0.0,100.0,50.0,0.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",66.66666666666667,,40.88114754098361,976.0,399.0
MWI_001197,Nkhoma Mission Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,75710,100,100,100,100,100,61.388888888888886,53.333333333333336,"[60.0, 60.0, 60.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",60.0,50.0,50.0,69.44444444444444,"[75.0, 75.0, 58.333333333333336, 80.55555555555556, 58.333333333333336]","[100, 100, 0, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 25, 0, 0, 100, 0, 75, 100, 75, 100, 75, 100, 100, 100, 0, 75, 100, 50, 75, 25, 100, 0, 100, 0]",90.0,100.0,60.0,95.0,60.0,80.0,40.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,40.0,5,"[50.0, 50.0, 25.0, 25.0, 50.0]",80.0,0.0,0.0,80.0,59.50533139464437,66.66666666666667,100.0,52.5,0.0,97.37065309584393,0.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.96296296296296,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",62.96296296296296,,4.511278195488721,266.0,12.0
MWI_001366,St. Johns Hospital,North Zone,Mzimba,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,24450,100,100,100,100,100,51.73737373737374,32.36363636363636,"[50.0, 60.0, 45.45454545454545, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",47.090909090909086,0.0,50.0,71.11111111111111,"[77.77777777777777, 72.22222222222223, 58.333333333333336, 77.77777777777777, 69.44444444444444]","[100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 25, 100, 25, 100, 100, 100, 0, 100, 75, 0, 50, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 25, 100, 0, 100, 100, 100, 0]",100.0,95.0,50.0,90.0,5.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,43.333333333333336,40.0,0.0,100.0,0.0,25.0,5,"[25.0, 25.0, 25.0, 25.0, 25.0]",0.0,80.0,20.0,0.0,54.42698100851343,43.333333333333336,,,60.0,88.8015717092338,80.0,0.0,20.0,"[0, 0, 0, 0, 100]",16.666666666666664,85.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,48.148148148148145,"[100, 0, 0, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",48.148148148148145,,50.649350649350644,77.0,39.0
MWI_000818,Malomo Health Centre,Central East Zone,Ntchisi,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,53042,100,100,100,100,100,53.82539682539683,47.333333333333336,"[60.0, 60.0, 60.0, 60.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 50.0, 50.0]",62.0,0.0,80.0,60.31746031746032,"[44.44444444444444, 66.66666666666667, 57.142857142857146, 66.66666666666667, 66.66666666666667]","[50, 50, 50, 100, 50, 0, 100, 0, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 50, 50, 0, nan, nan, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 50, 50, 50, 100, 50, 100, 100, 100, 0]",70.0,70.0,20.0,100.0,25.0,80.0,100.0,80.0,0.0,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,30.0,5,"[25.0, 25.0, 25.0, 50.0, 25.0]",20.0,0.0,60.0,40.0,87.5361663652803,66.66666666666667,66.66666666666666,100.0,80.0,99.41983122362869,100.0,100.0,60.0,"[100, 0, 100, 100, 0]",83.33333333333334,57.142857142857146,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.0,100.0,0.0,29.62962962962963,"[0, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",29.62962962962963,,,60.0,999.0
