Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
COG_000069,KABA NGOLE Cyrille Harding (Supervisor),Congo,Tchimbamba Centre de Santé Intégré,Random,Pointe Noire,,PRIMARY,COG,-4.8231776,11.875299,35.1,4.7,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,28952
COG_000072,MAVOUNGOU Cathy,Congo,Saint Joseph Centre de Santé Intégré,Random,Pointe Noire,,PRIMARY,COG,-4.7797428,11.8829532,29,4.3,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,23627
COG_000279,MASSALA PEYA Jethro,Congo,Boundji Hopital de Base,Panel,Cuvette,,SECONDARY,COG,-1.0498371,15.3440629,318.6,4.5,DISTRICT HOSPITAL,,HOSPITAL,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000177,MBERI Josh Clay Pierre,Congo,Sibiti Hôpital Comboutique,Panel,Lékoumou,,SECONDARY,COG,-3.6823051,13.3511734,552.3,4.8,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,103777
COG_000239,MAYELA MIYOUNA Martinien De la Grace,Congo,Ngania Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-1.4418254,16.0715496,0,3200,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,6566
COG_000088,MOUTOU MAVOUNGOU Rodrigue Serge,Congo,Kilométre Quatre A Centre de Santé Intégré,Panel,Pointe Noire,,PRIMARY,COG,-4.8017924,11.8682559,2.9,5,HEALTH CENTRE,,HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,18128
COG_000093,MAVOUNGOU Cathy,Congo,Centre de traitement ambulatoire (CTA),Panel,Pointe Noire,,TERTIARY,COG,-4.7894685,11.8615853,16.5,4.5,HEALTH CENTRE,,HEALTH CENTER,,URBAN,OUTPATIENT ONLY,TERTIARY,2000
COG_000089,MBALOULA Johngide Damanslert,Congo,Jean denis Tchimbakala Centre de Santé Intégré,Random,Pointe Noire,,PRIMARY,COG,-4.8204843,11.9068737,24.1,1.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,12085
COG_000084,MBALOULA Johngide Damanslert,Congo,Loussala Centre de Santé Intégré,Panel,Pointe Noire,,PRIMARY,COG,-4.7955729,11.9245613,33,4.4,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,15097
COG_000281,MASSALA PEYA Jethro,Congo,Oyo Hopital de Base,Panel,Cuvette,,SECONDARY,COG,-1.1511857,15.9724816,315.9,4.9,DISTRICT HOSPITAL,,HOSPITAL,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000263,MAYELA MIYOUNA Martinien De la Grace,Congo,Abala Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-1.3283757,15.5355307,0,3300,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,8122
COG_000218,AKIERA Arnaud Baurel,Congo,Dolisie V Centre de Santé Intégré,Random,Niari,,TERTIARY,COG,-4.1934428,12.6603242,387.9,5,HEALTH CENTRE,,HEALTH CENTER,,URBAN,OUTPATIENT ONLY,TERTIARY,14826
COG_000302,NSOUADI FAMMY Reche Hydeale,Congo,Ouesso II Centre de Santé Intégré,Random,Sangha,,PRIMARY,COG,1.6070946,16.0564957,353.1,4.1,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,35538
COG_000163,BAKOUETILA Rabi Sara,Congo,Madingou Hôpital Comboutique,Panel,Bouenza,,SECONDARY,COG,-4.1635228,13.559663,227.8,6.9,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,105956
COG_000223,AKIERA Arnaud Baurel,Congo,Dolisie II Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-4.2072278,12.673589,366.7,5,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,14513
COG_000255,GAMBOU NDZELI KENGUE Reine,Congo,Etoro Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-1.5979114,15.9613583,0,4100,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,5217
COG_000278,MASSALA PEYA Jethro,Congo,Oyo Hopital Général,Panel,Cuvette,,TERTIARY,COG,-1.1409815,15.9697343,313,4.3,OTHER (SPECIFY),Hôpital général,HOSPITAL,,PERIURBAN,BOTH OUT AND INPATIENT,TERTIARY,9
COG_000283,MASSALA PEYA Jethro,Congo,Bokouélé Centre de Santé Intégré,Random,Cuvette,,PRIMARY,COG,-1.0279817,16.3136617,297.2,4.3,DISTRICT HOSPITAL,,HOSPITAL,,RURAL,OUTPATIENT ONLY,PRIMARY,3078
COG_000266,MASSALA PEYA Jethro,Congo,Tchikapika Centre de Santé Intégré,Panel,Cuvette,,PRIMARY,COG,-1.2610183,16.1726367,282,4.6,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,8194
COG_000284,MASSENGO NZOLANI Joel,Congo,Okoyo Hôpital de Base,Panel,Cuvette-Ouest,,SECONDARY,COG,-1.464575,15.0745917,375.6,7.8,DISTRICT HOSPITAL,,HOSPITAL,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000313,MASSALA PEYA Jethro,Congo,Liranga Centre de Santé Intégré,Random,Likouala,,PRIMARY,COG,-0.6648046,17.6102721,248.7,5,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8796
COG_000280,MASSALA PEYA Jethro,Congo,Makoua Hopital de Base,Panel,Cuvette,,SECONDARY,COG,-0.0013585,15.6264618,339.8,4.7,DISTRICT HOSPITAL,,HOSPITAL,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000157,BAKOUETILA Rabi Sara,Congo,Mouyondzi Hôpital Comboutique,Panel,Bouenza,,SECONDARY,COG,-3.9838189,13.9299328,514.1,4.9,DISTRICT HOSPITAL,,HOSPITAL,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,72943
COG_000248,GAMBOU NDZELI KENGUE Reine,Congo,Inkouele Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-1.6061527,15.8798578,0,4000,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,6398
COG_000232,GAMBOU NDZELI KENGUE Reine,Congo,Ongogni Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-1.5887587,16.0113039,0,2700,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,10296
COG_000132,NIANGA Donalie,Congo,Kinkala Hôpital Comboutique,Random,Pool,,SECONDARY,COG,-18.1256601,27.4200622,329.6,2.2,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000204,AKIERA Arnaud Baurel,Congo,Moungoundou Nord Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-2.0071701,12.6733154,747.1,4.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,2315
COG_000219,AKIERA Arnaud Baurel,Congo,Mossendjo l'Hopital de Base,Panel,Niari,,SECONDARY,COG,-2.9399615,12.7187804,403.7,5,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,32145
COG_000286,MASSALA PEYA Jethro,Congo,Okondo Centre de Santé Intégré,Random,Cuvette-Ouest,,PRIMARY,COG,-0.8323564,15.1118553,395.4,4.9,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,2280
COG_000293,MASSALA PEYA Jethro,Congo,Adzié Centre de Santé Intégré,Random,Cuvette-Ouest,,PRIMARY,COG,-1.2369247,14.9783883,471.1,5,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,2139
COG_000251,MAYELA MIYOUNA Martinien De la Grace,Congo,Gamboma III Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-1.8758304,15.86848,0,2100,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,11146
COG_000250,MAYELA MIYOUNA Martinien De la Grace,Congo,Gamboma l’Hôpital de Base,Random,Plateaux,,PRIMARY,COG,-1.8772889,15.8663677,379.8,45.6,NATIONAL REFERRAL HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,124240
COG_000180,NGOYI NZIELE Posthurine,Congo,Mbila Centre de Santé Intégré,Random,Lékoumou,,PRIMARY,COG,-3.2069973,13.3355628,511.8,2.8,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,1267
COG_000196,AKIERA Arnaud Baurel,Congo,Tsinguidi Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-2.42302,12.7263,649.2,4.2,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,2345
COG_000114,BAKOUETILA Rabi Sara,Congo,Mayama Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-3.8464856,14.8875858,340,4.3,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8572
COG_000240,GATSONGO EWOLO Garland Marcel,Congo,Mpouya Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-2.6155387,16.2134209,0,2400,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,15553
COG_000161,MPINDOU NGABELE Herman Levy,Congo,Loutété Hôpital Comboutique,Random,Bouenza,,SECONDARY,COG,-4.2948014,13.8581714,224.3,4.8,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,53718
COG_000155,MPINDOU NGABELE Herman Levy,Congo,Nkayi Hôpital Comboutique,Panel,Bouenza,,SECONDARY,COG,-4.1744639,13.2839891,191.9,4.9,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,102954
COG_000160,MPINDOU NGABELE Herman Levy,Congo,Mont-Belo Centre de Santé Intégré,Random,Bouenza,,PRIMARY,COG,-4.142343,12.9104148,203.6,4.9,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,6156
COG_000171,BAKOUETILA Rabi Sara,Congo,Bouansa Centre de Santé Intégré,Random,Bouenza,,PRIMARY,COG,-4.2197514,13.7644924,197.9,4.9,HEALTH CENTRE,,HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,23946
COG_000296,NGANOU YSSALIE Beaudry,Congo,Sister Blandine Centre de Santé Intégré,Random,Sangha,,PRIMARY,COG,1.6478677,14.5800336,423.7,4.5,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,POLYCLINIC,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000209,AKIERA Arnaud Baurel,Congo,Malolo II Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-3.7699419,12.5651043,151.1,4.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,5427
COG_000291,MASSALA PEYA Jethro,Congo,Ewo Hôpital de Base,Panel,Cuvette-Ouest,,SECONDARY,COG,-0.8719382,14.8194323,391,4.9,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000233,MAYELA MIYOUNA Martinien De la Grace,Congo,OllomboI Centre de Santé Intégré,Panel,Plateaux,,PRIMARY,COG,-1.2712974,15.8871988,0,3200,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,13336
COG_000301,NGANOU YSSALIE Beaudry,Congo,Ouesso l’Hôpital de Base,Panel,Sangha,,SECONDARY,COG,1.6154772,16.0594509,349.2,4.6,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,HOSPITAL,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000306,NGANOU YSSALIE Beaudry,Congo,Liouesso Centre de Santé Intégré,Random,Sangha,,PRIMARY,COG,1.0521806,15.6902656,371.1,3.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,1180
COG_000290,NKOUBANGO Chris Olsen,Congo,Kellé Centre de Santé Intégré,Random,Cuvette-Ouest,,PRIMARY,COG,-0.0578825,14.4890446,421,4.9,OTHER (SPECIFY),CSI  à PMAE,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,16416
COG_000288,NKOUBANGO Chris Olsen,Congo,Mbomo Centre de Santé Intégré,Random,Cuvette-Ouest,,PRIMARY,COG,0.4254211,14.6979958,504,4.9,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,7313
COG_000169,MPINDOU NGABELE Herman Levy,Congo,Kayes Centre de Santé Intégré,Random,Bouenza,,PRIMARY,COG,-4.1677807,13.2953547,146.5,4.5,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,8643
COG_000285,NKOUBANGO Chris Olsen,Congo,Etoumbi Hopital de Base,Panel,Cuvette-Ouest,,SECONDARY,COG,0.0241177,14.8921008,385,4.6,DISTRICT HOSPITAL,,HOSPITAL,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,58630
COG_000185,NGOYI NZIELE Posthurine,Congo,Makanda Centre de Santé Intégré,Random,Lékoumou,,PRIMARY,COG,-3.7036233,13.5165936,494.6,2,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,5083
COG_000189,NGOYI NZIELE Posthurine,Congo,Kimandou Centre de Santé Intégré,Random,Lékoumou,,PRIMARY,COG,-3.936303,13.5308582,0,4100,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,2000
COG_000258,MPIAO Brunel Laurina Darinov,Congo,Djambala l’Hôpital de Base,Random,Plateaux,,PRIMARY,COG,-2.5443187,14.7543274,800.7,4.7,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,62300
COG_000236,MPIAO Brunel Laurina Darinov,Congo,Nsah Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-2.3526075,15.3281465,686.1,9.4,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,7482
COG_000254,MPIAO Brunel Laurina Darinov,Congo,Etsouali Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-2.8544892,15.5524801,668.7,2.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,6363
COG_000002,NSONGOLO KOUFOUASSA Fortuné Aide,Congo,HG mère-Enfant Blanche GOMEZ,Panel,Brazzaville,,TERTIARY,COG,-4.2751228,15.2583003,308.7,5,NATIONAL REFERRAL HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
COG_000009,NSONGOLO KOUFOUASSA Fortuné Aide,Congo,Mfilou l'Hopital de Base sinocongolaise,Panel,Brazzaville,,SECONDARY,COG,-4.2632452,15.2295242,315.1,2.8,NATIONAL REFERRAL HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
COG_000123,NSONGOLO KOUFOUASSA Fortuné Aide,Congo,Loumo Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.64896,14.4818033,293.6,4.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,215
COG_000140,NSONGOLO KOUFOUASSA Fortuné Aide,Congo,Kimpila Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.6476045,14.7711372,478,5,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,9
COG_000220,AKIERA Arnaud Baurel,Congo,Dolisie l’Hôpital de Base,Panel,Niari,,SECONDARY,COG,-4.1960865,12.6760274,363,5,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,24963
COG_000198,KIBIMI NGOUBILI Chrismichel Emmanuel,Congo,Tsembo Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-3.6672003,12.1164266,141.3,4.4,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,3267
COG_000080,MAVOUNGOU Cathy,Congo,Mouissou Madeleine Centre de Santé Intégré,Random,Pointe Noire,,PRIMARY,COG,-4.8127404,11.9117801,17,4.2,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,14266
COG_000245,MPIAO Brunel Laurina Darinov,Congo,Lekana Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-2.324057,14.5900849,670.4,6.7,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,7569
COG_000100,NIANGA Donalie,Congo,Odziba Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-3.5785288,15.5133387,0,900,HEALTH CENTRE,,HEALTH CENTER,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,2106
COG_000129,MINGOLET BILONGUI Emeldie Luxène,Congo,Linzolo l’Hôpital de Base,Panel,Pool,,SECONDARY,COG,-4.412542525157011,15.111451054026652,339,4.8,DISTRICT HOSPITAL,,HOSPITAL,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,38992
COG_000141,MINGOLET BILONGUI Emeldie Luxène,Congo,Kimpanzou Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.571417855317943,14.955693971206017,389.3,5.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,5145
COG_000112,MINGOLET BILONGUI Emeldie Luxène,Congo,Mbanza Ndounga Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.512898476205505,15.011537407317856,400.2,4.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,9189
COG_000108,MBEMBA Reine Paola,Congo,Mindouli Hôpital Comboutique,Random,Pool,,SECONDARY,COG,-4.2739895,14.361501,390.9,3.8,NATIONAL REFERRAL HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,82414
COG_000107,MBEMBA Reine Paola,Congo,Missafou Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.2689688,14.4910849,497.1,4.1,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,17797
COG_000142,MBEMBA Reine Paola,Congo,Kimbedi Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.30685,13.9536667,494.1,4.7,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,3821
