Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
TZA_007785,Salha Musa Mgazija,Tanzania,SINGISA,Random,Morogoro Region,Morogoro District,PRIMARY,TZA,-7.282894425159273,37.670784388632185,373.5,4.2,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4500
TZA_010204,Flaviana Richard,Tanzania,BURHANI CHARITABLE,Random,Dar es Salaam Region,Ilala District,SECONDARY,TZA,-6.818933223211361,39.28584799589991,19.8,38,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,NGO/NOT-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
TZA_010230,Jackline Shayo,Tanzania,BUKOBA,Panel,Kagera Region,Bukoba District,SECONDARY,TZA,-1.3326827,31.8107445,1136.7,4.4,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2997896
TZA_007413,Jackline Shayo,Tanzania,RUHUNGA,Random,Kagera Region,Bukoba District,PRIMARY,TZA,-1.4788325,31.4387154,1156.1,4.4,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,8837
TZA_007195,Jackline Shayo,Tanzania,OMURUSIMBI,Random,Kagera Region,Karagwe District,PRIMARY,TZA,-1.6319546,31.0942356,1470.1,5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,3431
TZA_007690,Jackline Shayo,Tanzania,SHANGA,Random,Kagera Region,Ngara District,PRIMARY,TZA,-2.5359327,30.5437159,1722.9,4.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,5409
TZA_007463,Jackline Shayo,Tanzania,RWABWERE,Random,Kagera Region,Kyerwa District,PRIMARY,TZA,-1.5082681,30.9059973,1492.6,5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,5120
TZA_010255,Herriet Charles,Tanzania,TUMBI,Panel,Pwani Region,Kibaha District,SECONDARY,TZA,-6.7846511,38.9701248,150,3.3,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,400
TZA_010271,Pascazia Julius Mbakizeki,Tanzania,CHATO,Panel,Geita Region,Chato District,TERTIARY,TZA,-2.6447488,31.7731032,1140.5,4.9,OTHER (SPECIFY),Zonal Referral Hospital,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,584963
TZA_010232,Pascazia Julius Mbakizeki,Tanzania,GEITA,Panel,Geita Region,Geita District,SECONDARY,TZA,-2.8709522,32.3145844,1216,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2000000
TZA_009162,Shija Edward,Tanzania,KINAMPANDA (Iramba District),Random,Singida Region,Iramba District,PRIMARY,TZA,-4.4028512,34.5263558,0,3900,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,11699
TZA_010202,Vannessa Emanuel,Tanzania,ARUSHA LUTHERAN CENTER,Panel,Arusha Region,Arusha District,SECONDARY,TZA,-3.3662568,36.6824838,1400,5,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1826288
TZA_009644,Vannessa Emanuel,Tanzania,OLDONYO SAMBU,Random,Arusha Region,Arusha District,PRIMARY,TZA,-3.1558949,36.6829783,1767,3.5,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,7956
TZA_007720,Rosemarry Ponya,Tanzania,SHILEMBO,Random,Mwanza Region,Kwimba District,PRIMARY,TZA,-3.2480952,33.287833,1165.1,4.3,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,11620
TZA_010221,Rosemarry Ponya,Tanzania,BUGANDO MEDICAL CENTRE (BMC),Panel,Mwanza Region,Nyamagana District,TERTIARY,TZA,-2.527721,32.9072314,1225.1,77.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,1800000
TZA_010240,Consolata Katula,Tanzania,MBEYA (SECONDARY),Panel,Mbeya Region,Mbeya District,SECONDARY,TZA,-8.9144892,33.4471092,1706.3,98.4,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,200
TZA_007746,Consolata Katula,Tanzania,Shongo,Random,Mbeya Region,Mbeya District,PRIMARY,TZA,-8.8984223,33.4416814,0,2100,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
TZA_013004,Consolata Katula,Tanzania,SONGWE,Panel,Songwe Region,Mbozi District,SECONDARY,TZA,-9.1382142,32.9631643,1627.8,48.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,200
TZA_006625,Shija Edward,Tanzania,NGAMU,Random,Singida Region,Singida District,PRIMARY,TZA,-4.5345617,35.0300133,1603.2,2.5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,8806
TZA_006529,Salha Musa Mgazija,Tanzania,NDOLE,Random,Morogoro Region,Mvomero District,PRIMARY,TZA,-6.246453887141578,37.317154186999474,575.8,4.1,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4878
TZA_002146,Consolata Katula,Tanzania,IWALANJE,Random,Songwe Region,Mbozi District,PRIMARY,TZA,-8.8670277,32.951266,1555.3,20.7,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
TZA_010253,Etropia Shirima,Tanzania,TANGA,Panel,Tanga Region,Tanga District,SECONDARY,TZA,-5.0654474,39.1111489,-3.8,20.4,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2815597
TZA_010233,Flaviana Richard,Tanzania,IRINGA,Panel,Iringa Region,Iringa District,SECONDARY,TZA,-7.778577704649698,35.70205936767566,1627.2,1365.4,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
TZA_005577,Consolata Katula,Tanzania,MPANDA (Mbozi District),Random,Songwe Region,Mbozi District,PRIMARY,TZA,-8.910203,33.4308195,0,3900,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
TZA_002774,Pascazia Julius Mbakizeki,Tanzania,KIDABU,Random,Simiyu Region,Maswa District,PRIMARY,TZA,-2.9023462,33.5095373,1250.6,4.6,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,7056
TZA_010249,Pascazia Julius Mbakizeki,Tanzania,SIMIYU,Panel,Simiyu Region,Bariadi District,SECONDARY,TZA,-2.7244538,33.9905941,1279.8,3.8,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2140497
TZA_004217,Jackline Shayo,Tanzania,MAHEMBE,Random,Kigoma Region,Kigoma District,PRIMARY,TZA,-4.812461,29.7343242,954.2,4.1,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,17620
TZA_012828,Kelvin Nyamori,Tanzania,MTWARA SOUTHERN ZONE,Panel,Mtwara Region,Mtwara District,TERTIARY,TZA,-10.2815445,40.1294726,16.9,5,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,TERTIARY,4677769
TZA_010236,Kelvin Nyamori,Tanzania,LIGULA,Panel,Mtwara Region,Mtwara District,SECONDARY,TZA,-10.2827559,40.1737159,24.3,3.3,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1634947
TZA_004041,Etropia Shirima,Tanzania,MADANGA,Random,Tanga Region,Pangani District,PRIMARY,TZA,-5.3602948,38.9679376,22,19.8,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,3900
TZA_010267,Salha Musa Mgazija,Tanzania,Benjamini Mkapa,Panel,Dodoma Region,Dodoma District,TERTIARY,TZA,-6.229937315029168,35.848249170396066,1186.5,4.1,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,8480000
TZA_008608,Consolata Katula,Tanzania,WELLU II,Random,Songwe Region,Mbozi District,PRIMARY,TZA,-8.9118423,33.4322211,0,3600,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
TZA_010238,Jackline Shayo,Tanzania,MAWENI,Panel,Kigoma Region,Kigoma District,SECONDARY,TZA,-4.9008227,29.6550207,831.6,4.4,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2470967
TZA_010167,Shija Edward,Tanzania,ST CAROLUS,Random,Singida Region,Singida District,PRIMARY,TZA,-4.548821,34.8428121,1556.7,5,DISTRICT HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,24535
TZA_001714,Flaviana Richard,Tanzania,IKENGEZA,Random,Iringa Region,Iringa District,PRIMARY,TZA,-7.409988316940852,35.626271329542405,1226.3,14903.2,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
TZA_001785,Flaviana Richard,Tanzania,ILAMBILOLE,Random,Iringa Region,Iringa District,PRIMARY,TZA,-7.765870924458158,35.8308193692166,1416.4,14191.3,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,3151
TZA_004785,Jackline Shayo,Tanzania,MAZUNGWE,Random,Kigoma Region,Uvinza District,PRIMARY,TZA,-5.041364,30.0537382,1056.9,5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9156
TZA_010237,Vannessa Emanuel,Tanzania,MANYARA,Panel,Manyara Region,Babati District,SECONDARY,TZA,-4.2161669,35.7162372,1402,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1810929
TZA_009350,Flaviana Richard,Tanzania,MBALAMAZIWA,Random,Iringa Region,Mufindi District,PRIMARY,TZA,-8.595846019355035,34.96302882719946,1656.7,12,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
TZA_000603,Rosemarry Ponya,Tanzania,BUSUMBA,Random,Mwanza Region,Ukerewe District,PRIMARY,TZA,-2.105985,32.8841211,1139.7,4.8,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,12000
TZA_005812,Kelvin Nyamori,Tanzania,MTEGU,Random,Mtwara Region,Tandahimba District,PRIMARY,TZA,-10.7909421,39.4922879,351,2.6,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,5000
TZA_010208,Jackline Shayo,Tanzania,KABANGA MISSION,Panel,Kigoma Region,Kasulu District,SECONDARY,TZA,-4.5094112,30.1049867,1283.7,4.8,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,2398000
TZA_009093,Flaviana Richard,Tanzania,KASANGA,Random,Iringa Region,Mufindi District,PRIMARY,TZA,-8.636464351187954,35.139849275130295,1895.7,4.7,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9
TZA_003442,Etropia Shirima,Tanzania,KOMSANGA,Random,Tanga Region,Handeni District,PRIMARY,TZA,-5.471136,38.5949392,265,14.6,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,6477
TZA_008682,Etropia Shirima,Tanzania,ZENETI,Random,Tanga Region,Muheza District,PRIMARY,TZA,-5.2220218,38.6565755,200,10.3,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,1691
TZA_010206,Vannessa Emanuel,Tanzania,HAYDOM,Random,Manyara Region,Mbulu District,SECONDARY,TZA,-4.1926844,35.026743,1716.4,4.9,DISTRICT HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,2000000
TZA_010231,Salha Musa Mgazija,Tanzania,Dodoma,Panel,Dodoma Region,Dodoma District,SECONDARY,TZA,-6.182413297408923,35.74457460325946,1131.8,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,3000000
TZA_010216,Shija Edward,Tanzania,ST. GASPAR,Random,Singida Region,Manyoni District,SECONDARY,TZA,-5.6981172,34.4987644,1295.3,4.8,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,495016
TZA_009012,Shija Edward,Tanzania,INYONGA,Random,Katavi Region,Mlele District,PRIMARY,TZA,-6.7629846,32.0534802,1231.8,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,6461
TZA_010212,Kelvin Nyamori,Tanzania,NDANDA,Random,Mtwara Region,Masasi District,SECONDARY,TZA,-10.4983508,39.0266566,291.8,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,4677769
TZA_010296,Consolata Katula,Tanzania,MBEYA (TERTIARY),Panel,Mbeya Region,Mbeya District,TERTIARY,TZA,-8.8902833,33.4389188,1721.6,60,OTHER (SPECIFY),Zonal hospital,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2580
TZA_000552,Consolata Katula,Tanzania,Bupigu,Random,Songwe Region,Ileje District,PRIMARY,TZA,-8.9039897,33.4423822,0,1800,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,100
TZA_010243,Rosemarry Ponya,Tanzania,MUSOMA,Panel,Mara Region,Musoma District,SECONDARY,TZA,-1.5423964,33.7988313,1228.8,22.5,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,2372015
TZA_007403,Jackline Shayo,Tanzania,RUGUNGA,Random,Kigoma Region,Kibondo District,PRIMARY,TZA,-3.6303725,30.6396237,1428.3,4.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,6827
TZA_010270,Shija Edward,Tanzania,CHAMALENDI,Random,Katavi Region,Mlele District,PRIMARY,TZA,-7.1423781,31.3922184,0,3800,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,14188
TZA_008873,Janeth Kisare,Tanzania,BUSISI,Random,Mwanza Region,Sengerema District,PRIMARY,TZA,-2.7286083,32.850895,1133.9,4.7,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,4440
TZA_010251,Kelvin Nyamori,Tanzania,SOKOINE,Panel,Lindi Region,Lindi District,SECONDARY,TZA,-9.9808411,39.7066412,-3.9,5,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,119428
TZA_007502,Pascazia Julius Mbakizeki,Tanzania,SAGATA,Random,Simiyu Region,Itilima District,PRIMARY,TZA,-2.777549,34.2421129,1447,4.7,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,25000
TZA_006006,Pascazia Julius Mbakizeki,Tanzania,MWABAGALU,Random,Simiyu Region,Maswa District,PRIMARY,TZA,-3.0340679,33.5080894,1273,4.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,7796
TZA_004657,Pascazia Julius Mbakizeki,Tanzania,MASWA SEC,Random,Simiyu Region,Maswa District,PRIMARY,TZA,-3.1989006,33.8027595,1333.2,4.6,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,20000
TZA_002134,Rosemarry Ponya,Tanzania,ITUNUNU,Random,Mara Region,Serengeti District,PRIMARY,TZA,-1.7821088,34.6160423,1516.8,4.5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,5780
TZA_000350,Etropia Shirima,Tanzania,BOHELOI,Random,Tanga Region,Lushoto District,PRIMARY,TZA,-4.7974263,38.3617567,1175,21.2,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,3541
TZA_003322,Vannessa Emanuel,Tanzania,KITI CHA MUNGU,Random,Kilimanjaro Region,Mwanga District,PRIMARY,TZA,-3.7772141,37.472425,680,5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2583
TZA_006792,Rosemarry Ponya,Tanzania,NKONGORE,Random,Mara Region,Tarime District,PRIMARY,TZA,-1.3456099,34.4366221,1523.2,3.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,11206
TZA_005940,Rosemarry Ponya,Tanzania,MURITO,Random,Mara Region,Tarime District,PRIMARY,TZA,-1.5285062,34.583675,1213.9,4.5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9894
TZA_001577,Janeth Kisare,Tanzania,IGALULA,Random,Mwanza Region,Sengerema District,PRIMARY,TZA,-2.9045721,32.7097011,1138,5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,8379
TZA_010252,Consolata Katula,Tanzania,SUMBAWANGA,Random,Rukwa Region,Sumbawanga District,SECONDARY,TZA,-7.9662794,31.6147514,1812.1,48.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,870
TZA_001166,Vannessa Emanuel,Tanzania,FOREST,Random,Kilimanjaro Region,Siha District,PRIMARY,TZA,-3.0410835,37.071083,1567,3.6,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4496
TZA_004545,Etropia Shirima,Tanzania,MARANGU HQ,Random,Kilimanjaro Region,Moshi District,PRIMARY,TZA,-3.3032246,37.5261297,1266,13.3,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,14160
TZA_010262,Herriet Charles,Tanzania,MUHIMBILI,Panel,Dar es Salaam Region,Ilala District,TERTIARY,TZA,-6.8041396,39.2726627,-10,4,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2400
TZA_010234,Shija Edward,Tanzania,MPANDA (Mpanda District),Random,Katavi Region,Mpanda District,SECONDARY,TZA,-6.339235,31.0743686,1086.1,5,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,180308
TZA_008102,Etropia Shirima,Tanzania,TEWE,Random,Tanga Region,Lushoto District,PRIMARY,TZA,-4.5206235,38.3486013,1006,30.3,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2152
TZA_009197,Kelvin Nyamori,Tanzania,KITOMANGA,Random,Lindi Region,Lindi District,PRIMARY,TZA,-9.6689167,39.5434358,113.5,5,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,45000
TZA_005997,Kelvin Nyamori,Tanzania,MVULENI,Random,Lindi Region,Lindi District,PRIMARY,TZA,-9.5596672,39.662571,70.3,4.8,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4809
TZA_011981,Janeth Kisare,Tanzania,BUGELA,Random,Shinyanga Region,Kahama District,PRIMARY,TZA,-4.1414388,32.136038,1155,4.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,26996
TZA_002197,Janeth Kisare,Tanzania,JANA,Random,Shinyanga Region,Kahama District,PRIMARY,TZA,-3.7982711,32.982231,1193.1,4.8,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,11588
TZA_009189,Janeth Kisare,Tanzania,KISHAPU,Random,Shinyanga Region,Kishapu District,PRIMARY,TZA,-3.6117347,33.8687966,1143.7,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,17572
TZA_003058,Janeth Kisare,Tanzania,KINAMPANDA (Kishapu District),Random,Shinyanga Region,Kishapu District,PRIMARY,TZA,-3.8762975,34.1751097,1047.7,4.8,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2760
TZA_004655,Rosemarry Ponya,Tanzania,MASURURA,Random,Mara Region,Butiama District,PRIMARY,TZA,-1.6147763,34.0221353,1254.3,3.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,8361
TZA_004936,Rosemarry Ponya,Tanzania,MCHARO,Random,Mara Region,Bunda District,PRIMARY,TZA,-2.0148384,33.9458488,1321.8,4.8,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4120
TZA_004455,Etropia Shirima,Tanzania,MANDERA KIVA,Random,Tanga Region,Handeni District,PRIMARY,TZA,-3.3937309,36.6735318,1324,4.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2713
TZA_010248,Janeth Kisare,Tanzania,SHINYANGA,Panel,Shinyanga Region,Shinyanga District,SECONDARY,TZA,-3.6711022,33.3768986,1144.9,7.2,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,2241299
TZA_001517,Janeth Kisare,Tanzania,IDAHINA,Random,Shinyanga Region,Kahama District,PRIMARY,TZA,-3.8532276,32.1830888,1168.3,5.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4432
TZA_010085,Janeth Kisare,Tanzania,KOLANDOTO,Panel,Shinyanga Region,Shinyanga District,PRIMARY,TZA,-3.5979452,33.5342586,1169.6,6.7,DISTRICT HOSPITAL,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,19564
