Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
MDG_002903,CHU MET,Analamanga,Antananarivo Renivohitra,TERTIARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,0,100,76.85185185185185,,[],,,,76.85185185185185,"[nan, 88.88888888888889, 75.0, 66.66666666666667, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, nan, 100, 0, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,100.0,100.0,66.66666666666667,33.333333333333336,100.0,100.0,0.0,50.0,"[0, 100, nan, nan]",100.0,0.0,100.0,,,,,,,,,0,[],,,,,66.4753086419753,,96.0,4.166666666666667,,99.25925925925925,,,0,,[],16.666666666666664,60.0,0.0,,0.0,100.0,,100.0,100.0,50.0,0.0,100.0,59.25925925925926,"[100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 0, 0, 100, 100, 0, 0]",59.25925925925926,,10.0,50.0,5.0
MDG_002825,CHRD2 Antalaha,Sava,Antalaha,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,0,0,63.88888888888889,83.33333333333334,"[66.66666666666667, 100.0]",,66.66666666666667,100.0,44.44444444444444,"[44.44444444444444, nan, nan, nan, nan]","[75, 50, 25, 50, 100, 0, 0, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,50.0,25.0,50.0,100.0,0.0,0.0,100.0,0.0,0.0,[],0.0,,,,,,,,,,,0,[],,,,,100.0,,,,,,100.0,,0,,[],83.33333333333334,100.0,100.0,100.0,100.0,100.0,,,,,,,25.925925925925927,"[0, 100, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0]",25.925925925925927,,,999.0,0.0
MDG_002752,CHRD2 Ambatofinandrahana,Amoron'i Mania,Ambatofinandrahana,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,261412,100,100,100,0,0,86.57407407407408,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0]",,,100.0,73.14814814814815,"[83.33333333333333, 69.44444444444444, 66.66666666666667, nan, nan]","[100, 100, 75, 100, 75, 100, 100, 100, 0, 75, 75, 50, 50, 75, 100, 100, 100, 0, 75, 75, 50, 50, 50, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",83.33333333333333,83.33333333333333,58.333333333333336,66.66666666666667,66.66666666666667,100.0,100.0,100.0,0.0,75.0,"[100, 100, 100, 0]",100.0,100.0,100.0,100.0,0.0,,,,,,,0,[],,,,,30.0,,60.0,0.0,,,,,0,,[],83.33333333333334,100.0,100.0,,100.0,100.0,,,100.0,0.0,0.0,0.0,27.272727272727273,"[100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0]",,27.272727272727273,,999.0,999.0
MDG_002741,CHRR Alaotra Mangoro,Alaotra Mangoro,Ambatondrazaka,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1482098,100,0,100,0,0,64.16666666666667,50.0,"[50.0, 50.0, 50.0, 50.0, 50.0]",,50.0,,78.33333333333334,"[86.11111111111111, 75.0, 75.0, 83.33333333333333, 72.22222222222223]","[100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 0, 0, 75, 100, 75, 100, 25, 100, 100, 100, 0, 100, 75, 75, 100, 100, 100, 100, 100, 0, 100, 75, 100, 100, 75, 100, 100, 0, 0]",95.0,90.0,85.0,100.0,75.0,100.0,100.0,60.0,0.0,0.0,[],0.0,,,,,,,,,,,0,[],,,,,34.583333333333336,,100.0,3.75,,,,0.0,0,,[],16.666666666666664,100.0,100.0,100.0,,100.0,,,100.0,50.0,0.0,100.0,29.62962962962963,"[100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0]",29.62962962962963,,0.0,62.0,0.0
MDG_002915,CHU Tanambao I,Diana,Antsiranana I,TERTIARY,SPECIALTY HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,0,0,100,0,0,61.904761904761905,,[],,,,61.904761904761905,"[60.714285714285715, 59.375, 65.625, nan, nan]","[100, 50, nan, nan, 75, 100, 100, 0, 0, 100, 75, 0, nan, 0, 100, 100, 100, 0, 100, 75, 50, nan, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,66.66666666666667,25.0,,25.0,100.0,100.0,66.66666666666667,0.0,0.0,[],0.0,,,,,,,,,,,0,[],,,,,,,,,,,,,0,,[],16.666666666666664,100.0,,,,100.0,,,,50.0,0.0,100.0,59.25925925925926,"[0, 0, 0, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 0, 0, 0, 0]",59.25925925925926,,,37.0,999.0
MDG_002749,CHRD2 Andilamena,Alaotra Mangoro,Andilamena,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,125375,100,0,100,0,0,85.55555555555557,,[],,,,85.55555555555557,"[86.11111111111111, 100.0, 86.11111111111111, 86.11111111111111, 69.44444444444444]","[100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 0, 100, 100, 100, 50, 100, 100, 100, 75, 100, 100, 0, 0]",90.0,100.0,90.0,100.0,90.0,80.0,100.0,80.0,40.0,100.0,"[nan, 100, 100, nan]",100.0,,100.0,100.0,,,,,,,,0,[],,,,,54.375,,100.0,8.75,,,,,0,,[],16.666666666666664,100.0,100.0,,,100.0,,,,50.0,0.0,100.0,11.11111111111111,"[0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11.11111111111111,,0.0,15.0,0.0
MDG_002804,CHRD2 Ambalavao,Haute Matsiatra,Ambalavao,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,351796,100,100,100,100,0,64.34027777777777,58.333333333333336,"[70.0, 70.0, 70.0, 70.0, 70.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",70.0,50.0,50.0,70.34722222222221,"[88.88888888888889, 72.22222222222223, 59.375, 68.75, 62.5]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 100, 50, 25, 100, 0, 100, 100, 100, 100, 75, nan, 0, 100, 0, 100, 0, 100, 75, 75, nan, 0, 100, 0, 100, 100, 50, 50, 75, nan, 25, 100, 0, 100, 100]",85.0,85.0,85.0,75.0,30.0,100.0,20.0,100.0,60.0,100.0,"[100, 100, 100, nan]",100.0,100.0,100.0,100.0,,66.66666666666667,100.0,,100.0,0.0,,0,[],,,,,48.91414141414142,66.66666666666667,100.0,6.8181818181818175,20.0,,100.0,0.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,50.0,0.0,100.0,44.44444444444444,"[100, 100, 0, 0, 100, 100, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",44.44444444444444,,0.0,7.0,0.0
MDG_002735,CHRR Atsimo Atsinanana,Atsimo Atsinanana,Farafangana,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,0,100,0,0,38.70287698412699,,[],,,,38.70287698412699,"[35.714285714285715, 47.22222222222222, 21.875, 50.0, nan]","[25, 50, nan, nan, 75, 0, 0, 100, 0, 25, 50, 50, 50, 50, 100, 100, 0, 0, 50, 50, 0, 75, nan, 0, 0, 0, 0, 25, 50, 25, nan, 50, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",31.25,50.0,25.0,62.5,58.333333333333336,50.0,50.0,25.0,0.0,100.0,"[nan, 100, 100, nan]",100.0,,100.0,100.0,,,,,,,,0,[],,,,,18.75925925925926,,18.51851851851852,19.0,,,,,0,,[],100.0,100.0,100.0,,,100.0,,,,,,,62.96296296296296,"[100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 100]",62.96296296296296,,,999.0,999.0
MDG_002913,CHU Profesora ZaGa Androva,Boeny,Mahajanga I,TERTIARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,UNIVERSITY,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,100,0,76.66666666666666,70.0,"[70.0, 60.0, 100.0, 50.0]",65.0,,75.0,83.33333333333333,"[83.33333333333333, nan, nan, nan, nan]","[75, 75, 100, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,[],0.0,,,,,66.66666666666667,100.0,,100.0,0.0,,0,[],,,,,53.420289855072475,66.66666666666667,100.0,0.43478260869565216,50.0,,50.0,,0,,[],16.666666666666664,83.33333333333333,0.0,100.0,100.0,100.0,100.0,,100.0,,,,55.55555555555556,"[100, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 0, 0, 100, 100, 0, 0]",55.55555555555556,,,310.0,999.0
MDG_002861,CHU Mahavoky Atsimo,Boeny,Mahajanga I,TERTIARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,100,100,72.2979797979798,83.48484848484848,"[90.9090909090909, 60.0, 100.0, 50.0, 100.0, 100.0]",75.45454545454545,,87.5,61.11111111111112,"[72.22222222222223, 47.22222222222222, 66.66666666666667, nan, 58.333333333333336]","[75, 75, 50, 75, 75, 100, 100, 100, 0, 75, 75, 75, 50, 50, 0, 0, 100, 0, 75, 50, 50, 75, 50, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 50, 75, 50, 0, 50, 100, 100, 100, 0]",68.75,68.75,56.25,50.0,56.25,75.0,75.0,100.0,0.0,0.0,[],0.0,,,,,66.66666666666667,100.0,100.0,50.0,50.0,,0,[],,,,,48.91677391677391,66.66666666666667,26.42857142857143,0.40540540540540543,0.0,100.0,100.0,,0,,[],33.33333333333333,60.0,100.0,,0.0,100.0,100.0,0.0,,50.0,0.0,100.0,62.96296296296296,"[100, 100, 0, 0, 100, 0, 0, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0]",62.96296296296296,,,999.0,999.0
MDG_002022,CSB2 Vohitsara,Alaotra Mangoro,Amparafaravola,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,7698,100,0,100,100,100,74.0,74.0,"[60.0, 70.0, 80.0, 80.0, 80.0]",74.0,,,,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,60.000000000000014,60.0,,100.0,20.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,68.21761658031087,60.000000000000014,100.0,20.0,80.0,81.0880829015544,,,5,0.0,"[0, 0, 0, 0, 0]",16.666666666666664,20.0,0.0,,,0.0,0.0,0.0,100.0,,,,,[nan],,,0.0,7.0,0.0
MDG_003489,FSP_ OSTIE Behoririka,Analamanga,Antananarivo Renivohitra,PRIMARY,CLINIC/DISPENSARY,,NGO/NOT-FOR-PROFIT,,URBAN,OUTPATIENT ONLY,PRIMARY,9,100,100,100,100,100,74.89583333333333,70.0,"[70.0, 70.0, 70.0, 70.0, 70.0, 50.0, 100.0, 50.0, 100.0, 50.0]",70.0,,70.0,79.79166666666666,"[84.375, 71.875, 83.33333333333333, 78.125, 81.25]","[100, 100, 75, nan, 100, 100, 100, 100, 0, 100, 100, 50, nan, 25, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 75, nan, 50, 100, 100, 100, 0, 100, 100, 100, nan, 50, 100, 100, 100, 0]",100.0,100.0,75.0,100.0,60.0,100.0,100.0,100.0,0.0,66.66666666666667,"[0, 100, 100, nan]",100.0,0.0,100.0,100.0,,40.00000000000001,0.0,,100.0,20.0,,0,[],,,,,66.0919540229885,40.00000000000001,96.55172413793103,0.0,60.0,100.0,100.0,,0,,[],100.0,83.33333333333333,100.0,,100.0,100.0,0.0,100.0,100.0,,,,44.44444444444444,"[100, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 100, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0]",44.44444444444444,,,230.0,999.0
