Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
GHA_009706,Irabor Joseph Osemudiame,Ghana,Mamprobi Hospital,Random,Greater Accra,Accra Metro,PRIMARY,GHA,5.5382593,-0.2450454,46.3,4.1,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,3546
GHA_002207,FRIMPONG ANOKYE,Ghana,Akroka/Yawkra CHPS,Random,Brong Ahafo,Sene East,PRIMARY,GHA,7.9609052,-0.3496171,175,3.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,3330
GHA_009549,Beatrice,Ghana,Ahenbronum chps,Random,Eastern,New Juaben North,PRIMARY,GHA,6.15766333603464,-0.291359323218377,213.5,4.9,CHPS,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,8592
GHA_002953,Sophia Arhinful,Ghana,Winneba Municipal Hospital,Panel,Central,Efutu,PRIMARY,GHA,5.3437919,-0.6228798,62,4.3,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,19579
GHA_003160,Irabor Joseph Osemudiame,Ghana,Fobinso CHPS,Random,Central,Upper Denkyira West,PRIMARY,GHA,5.9832242,-1.9359826,154,4.6,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,701
GHA_000425,Ezekiel Asare,Ghana,Praaso Health Centre,Random,Ashanti,Asante Akim Central,PRIMARY,GHA,6.516014914965737,-1.266290992499577,203.4,5,HEALTH CENTRE,,OTHER (SPECIFY),Ghana Health Service,RURAL,BOTH OUT AND INPATIENT,PRIMARY,10199
GHA_004753,William Akatoti,Ghana,Botianor Health Centre,Random,Greater Accra,Ga South,PRIMARY,GHA,5.5063936,-0.3443029,29.4,4.9,OTHER (SPECIFY),Polyclinic,OTHER (SPECIFY),Ghana health service,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,79164
GHA_008126,Godfred Alfred Nii Sai Obodai-Sai,Ghana,Ayensu CHPS,Random,Western,Wassa Amenfi West,PRIMARY,GHA,5.4037728,-2.5003784,143.4,3.9,CHPS,,OTHER (SPECIFY),Community Initiative,RURAL,OUTPATIENT ONLY,PRIMARY,708
GHA_005887,Frank Ofori Darkwah,Ghana,Yendi District Hospital,Panel,Northern,Yendi,PRIMARY,GHA,9.444917,-0.0042554,235.7,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,156000
GHA_001003,Victoria Elorm Deegbe,Ghana,Ejura Government Hospital,Panel,Ashanti,Ejura-Sekyedumase,PRIMARY,GHA,7.3887626,-1.3519239,256.5,4.5,OTHER (SPECIFY),Municipal hospital,OTHER (SPECIFY),Ghana health service,URBAN,BOTH OUT AND INPATIENT,SECONDARY,137672
GHA_008220,ROBERT NUOH,Ghana,Wa Municipal Hospital,Panel,Upper west,Wa west,PRIMARY,GHA,10.0574828,-2.4973261,390.8,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,216314
GHA_008973,Abraham Nii Odoi Sowah,Ghana,Kofiasua Health Centre,Random,Bono,Dormaa Municipal,PRIMARY,GHA,7.2918267,-2.8957017,286.6,1.2,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,3010
GHA_000044,FRIMPONG ANOKYE,Ghana,Mframa CHPS,Random,Brong Ahafo,Sene West,PRIMARY,GHA,7.6525126,-0.7159719,171,3.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,4003
GHA_006640,ROBERT NUOH,Ghana,Upper West Regional Hospital,Panel,Upper West,Wa,SECONDARY,GHA,10.0868259,-2.5195187,319.1,3.9,REGIONAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,971775
GHA_005570,Solomon,Ghana,BAKPABA CHPS,Random,Northern,Nanumba North,PRIMARY,GHA,9.2063265,0.0206061,244.7,4.3,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,13062
GHA_003498,Victoria Elorm Deegbe,Ghana,Noyem CHPS,Random,Eastern,Birim North,PRIMARY,GHA,6.4560994,-0.9285889,241.7,5,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2207
GHA_002914,Sophia Arhinful,Ghana,Cape Coast Teaching Hospital,Panel,Central,Cape Coast,TERTIARY,GHA,5.1350273,-1.266898,50.5,4.6,TEACHING HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
GHA_006337,ROBERT NUOH,Ghana,Kulkarni CHPS,Random,Upper West,Lambussie-Karni,PRIMARY,GHA,10.724788,-2.6851456,301.3,4.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,1208
GHA_006421,ROBERT NUOH,Ghana,Tom CHPS,Random,Upper West,Nandom,PRIMARY,GHA,10.7786593,-2.7739583,317.2,3.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,3124
GHA_006571,Ezekiel Asare,Ghana,Jongfian CHPS,Random,Upper West,Wa East,PRIMARY,GHA,10.1036116713752,-2.05514299683464,217.4,5,CHPS,,OTHER (SPECIFY),Ghana Health Service,RURAL,OUTPATIENT ONLY,PRIMARY,1259
GHA_001586,Ezekiel Asare,Ghana,Sekyere Health Centre,Random,Ashanti,Sekyere Kumawu,PRIMARY,GHA,6.926577044657363,-1.3749528955681016,324.3,5,HEALTH CENTRE,,OTHER (SPECIFY),Ghana Health Service,RURAL,BOTH OUT AND INPATIENT,PRIMARY,4804
GHA_005561,Solomon,Ghana,Bimbilla District Hospital,Panel,Northern,Nanumba North,PRIMARY,GHA,8.8583299,0.0556573,244.5,5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,210721
GHA_005278,Solomon,Ghana,Wakawaka CHPS,Random,Northern,Bole,PRIMARY,GHA,8.7861002,-2.3221365,288.1,4.1,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,3496
GHA_004463,Joseph Boye-Doe,Ghana,Greater Accra Regional Hospital - Ridge,Panel,Greater Accra,Accra Metro,SECONDARY,GHA,5.5623275,-0.1989992,63.5,4.9,REGIONAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,71276
GHA_008221,William Akatoti,Ghana,Ga East Municipal Hospital,Panel,Greater Accra,Ga East,PRIMARY,GHA,5.6739736,-0.2293551,58.5,4.2,DISTRICT HOSPITAL,,OTHER (SPECIFY),Ghana health service ( Government),URBAN,BOTH OUT AND INPATIENT,SECONDARY,67943
GHA_001683,Abraham Nii Odoi Sowah,Ghana,Goaso Municipal Hospital,Panel,Brong Ahafo,Asunafo North,PRIMARY,GHA,6.8048012,-2.520752,248.9,4.7,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,157000
GHA_000026,William Akatoti,Ghana,Etsii Fawomanye CHPS,Random,Central,Ajumako-Enyan-Essiam,PRIMARY,GHA,5.42102,-1.1218879,108.1,4.8,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,1351
GHA_003139,Irabor Joseph Osemudiame,Ghana,Kramokrom CHPS,Random,Central,Upper Denkyira East,PRIMARY,GHA,5.8082044,-1.7415223,187,4.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,1577
GHA_002155,Abraham Nii Odoi Sowah,Ghana,Ayerede Health Centre,Random,Brong Ahafo,Nkoranza South,PRIMARY,GHA,7.4859403,-1.6487274,237.5,4.5,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,6125
GHA_009460,Beatrice,Ghana,Railway CHPS,Random,Eastern,Atiwa East,PRIMARY,GHA,6.38853197824678,-0.561163864892419,198.8,4.9,CHPS,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,973
GHA_002925,Sophia Arhinful,Ghana,Cape Coast Metropolitan Hospital,Panel,Central,Cape Coast,PRIMARY,GHA,5.1023236,-1.2601332,44.5,4.8,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,885555
GHA_006820,Mavis Nukunu,Ghana,Ho Municipal Hospital,Panel,Volta,Ho,PRIMARY,GHA,6.609916967771371,0.46809941329187127,170.8,4,REGIONAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,103811
GHA_005764,FRIMPONG ANOKYE,Ghana,Lahagu CHPS,Random,Northern,Tamale,PRIMARY,GHA,9.3302853,-0.7272874,221.5,3.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2047
GHA_000055,Frank Ofori Darkwah,Ghana,Tamale Central Hospital,Panel,Northern,Tamale,SECONDARY,GHA,9.4053409,-0.8372028,213.2,3.9,REGIONAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,385612
GHA_002733,William Akatoti,Ghana,Akotogua CHPS,Random,Central,Ajumako-Enyan-Essiam,PRIMARY,GHA,5.3223552,-1.0419573,50.6,4.7,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,1061
GHA_005761,Frank Ofori Darkwah,Ghana,Tamale West Hospital,Panel,Northern,Tamale,PRIMARY,GHA,9.4012547,-0.8506616,224.5,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,800000
GHA_003999,Irabor Joseph Osemudiame,Ghana,Suhum District Hospital,Panel,Eastern,Suhum,PRIMARY,GHA,6.0372017,-0.4457815,216.2,4.4,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,130290
GHA_005847,Frank Ofori Darkwah,Ghana,Walewale District Hospital,Panel,Northern,West Mamprusi,PRIMARY,GHA,10.3465833,-0.8083461,214.2,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,193985
GHA_006365,Ezekiel Asare,Ghana,Dikpe CHPS,Random,Upper West,Lawra,PRIMARY,GHA,10.644831997352322,-2.926003122704966,245,5,CHPS,,OTHER (SPECIFY),Ghana Health Service,RURAL,OUTPATIENT ONLY,PRIMARY,2773
GHA_007708,Irabor Joseph Osemudiame,Ghana,Dibolaase CHPS,Random,Western,Nzema East,PRIMARY,GHA,5.3228263,-2.2808453,85,4.4,CHPS,,OTHER (SPECIFY),Community Innitiave,RURAL,OUTPATIENT ONLY,PRIMARY,3296
GHA_001934,Yaa Boatema Fiscian,Ghana,Atesikrom CHPS,Random,Brong Ahafo,Dormaa Municipal,PRIMARY,GHA,7.2682174,-2.9067297,314,4.9,CHPS,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,4382
GHA_003092,Sophia Arhinful,Ghana,Mokwa Health Centre,Random,Central,Twifo-Ati-Mokwa,PRIMARY,GHA,5.7024279,-1.6051087,97.3,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,4812
GHA_004111,Beatrice,Ghana,Asamankese Government Hospital,Panel,Eastern,West Akim,PRIMARY,GHA,5.854474482377091,-0.6790065961830528,158.5,4.9,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,123509
GHA_000764,FRIMPONG ANOKYE,Ghana,Twedie CHPS,Random,Ashanti,Atwima-Kwanwoma,PRIMARY,GHA,6.6542405,-1.7241496,257.6,4,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,9798
GHA_008801,Victoria Elorm Deegbe,Ghana,Frante Zongo CHPS,Random,Ashanti,Ejura-Sekyedumase,PRIMARY,GHA,7.3342838,-1.518422,277.8,4.7,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,5627
GHA_005698,FRIMPONG ANOKYE,Ghana,Savelugu District Hospital,Panel,Northern,Savelugu-Nanton,PRIMARY,GHA,9.6184763,-0.8294753,195.5,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,125469
GHA_005190,Joseph Boye-Doe,Ghana,Tema General Hospital,Panel,Greater Accra,Tema,PRIMARY,GHA,5.6745661,-0.0233593,58,4.2,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,194646
GHA_006868,Joseph Boye-Doe,Ghana,Ho Teaching Hospital,Panel,Volta,Ho,TERTIARY,GHA,6.602004,0.4840902,160,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
GHA_010960,ROBERT NUOH,Ghana,Chaangu CHPS,Random,Upper West,Nadowli-Kaleo,PRIMARY,GHA,10.2347622,-2.6139687,420.8,4.4,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,862
GHA_003808,Beatrice,Ghana,Market Square Medical Centre,Random,Eastern,Kwahu West,PRIMARY,GHA,6.55128825525627,-0.767509358511182,261.6,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,11243
GHA_006450,ROBERT NUOH,Ghana,Bawiesibelle Town CHPS,Random,Upper West,Sissala East,PRIMARY,GHA,10.2535493,-1.7419856,367.5,3.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2048
GHA_006287,Ezekiel Asare,Ghana,Wogu CHPS,Random,Upper West,Daffiama-Bussie-Issa,PRIMARY,GHA,10.415378445769115,-2.3877937439851347,298.7,5,CHPS,,OTHER (SPECIFY),Ghana Health Service,RURAL,OUTPATIENT ONLY,PRIMARY,2401
GHA_010672,Isaac Nkrumah (Supervisor),Ghana,Kuloko CHPS,Random,Upper East,Binduri,PRIMARY,GHA,11.0186808,-0.3419076,246,5,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,3130
GHA_003338,Beatrice,Ghana,Adjena Health Centre,Random,Eastern,Asuogyaman,PRIMARY,GHA,6.360609637901588,0.061875668013363375,232.2,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,3324
GHA_008054,Irabor Joseph Osemudiame,Ghana,Abesewa Gyamang CHPS,Random,Western,Wassa Amenfi East,PRIMARY,GHA,5.82103,-2.022925,146,4.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2248
GHA_010629,Ishmail Yamyolia,Ghana,Gumbo CHPS,Random,Upper East,Bawku Municipal,PRIMARY,GHA,11.058443,-0.2509574,278.3,41.4,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,1396
GHA_003760,Beatrice,Ghana,Kwahu Praso CHPS,Random,Eastern,Kwahu South,PRIMARY,GHA,6.62996641807541,-0.9152474574626415,253.5,4.7,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,4279
GHA_008233,Victoria Elorm Deegbe,Ghana,Asukese-Airport CHPS,Random,Ahafo,Asunafo North,PRIMARY,GHA,6.9452891,-2.5160729,222.2,4.8,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,7733
GHA_003659,Victoria Elorm Deegbe,Ghana,Adankrono CHPS,Random,Eastern,Kwaebibirem,PRIMARY,GHA,6.0800558,-0.8291931,168.8,4.9,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2225
GHA_005772,Frank Ofori Darkwah,Ghana,Tamale Teaching Hospital,Panel,Northern,Tamale,TERTIARY,GHA,9.3931329,-0.8232349,201.9,3.9,TEACHING HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,4200000
GHA_002658,Mavis Nukunu,Ghana,Abigyakrom CHPS,Random,Central,Agona West,PRIMARY,GHA,5.545890716986412,-0.7773648355549859,105.5,12,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,1946
GHA_003118,Sophia Arhinful,Ghana,Krobo CHPS,Random,Central,Twifo-Hemang Lower Denkyira,PRIMARY,GHA,5.2446242,-1.3952727,108.8,4.2,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2560
GHA_002470,Abraham Nii Odoi Sowah,Ghana,Tanonafo CHPS,Random,Brong Ahafo,Techiman Municipal,PRIMARY,GHA,7.4622634,-2.0747593,325,4.7,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2404
GHA_003983,Joseph Boye-Doe,Ghana,Nsawam Government Hospital,Panel,Eastern,Nsawam-Adoagyiri,PRIMARY,GHA,5.8106111,-0.3377191,96.5,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,26557
GHA_000025,Godfred Alfred Nii Sai Obodai-Sai,Ghana,Effia Nkwanta Regional Hospital,Panel,Western,Sekondi-Takoradi,SECONDARY,GHA,4.9245226,-1.7447163,50.3,3.9,REGIONAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,14495
GHA_006479,ROBERT NUOH,Ghana,Tumu Health Centre,Random,Upper West,Sissala East,PRIMARY,GHA,10.8762987,-1.9843079,344.7,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,OUTPATIENT ONLY,PRIMARY,9155
GHA_008519,Victoria Elorm Deegbe,Ghana,Nyaboo CHPS,Random,Ashanti,Asante Akim Central,PRIMARY,GHA,6.6532597,-1.1847552,291.6,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,2773
GHA_008055,Godfred Alfred Nii Sai Obodai-Sai,Ghana,Adanse CHPS,Random,Western,Wassa Amenfi East,PRIMARY,GHA,5.8324323,-2.1685964,87.5,3.9,CHPS,,OTHER (SPECIFY),Community Initiative,RURAL,OUTPATIENT ONLY,PRIMARY,472
GHA_007685,Godfred Alfred Nii Sai Obodai-Sai,Ghana,Agyan CHPS,Random,Western,Nzema East,PRIMARY,GHA,4.8323019,-2.2014998,40.1,3.9,CHPS,,OTHER (SPECIFY),Honourable Member of Parliament,RURAL,OUTPATIENT ONLY,PRIMARY,1682
GHA_007701,Godfred Alfred Nii Sai Obodai-Sai,Ghana,Akango CHPS,Random,Western,Nzema East,PRIMARY,GHA,5.0378025,-2.2286831,49.4,3.9,CHPS,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,5912
GHA_007982,Godfred Alfred Nii Sai Obodai-Sai,Ghana,Amantin CHPS,Random,Western,Tarkwa-Nsuaem,PRIMARY,GHA,5.1240787,-1.851123,127.4,3.9,CHPS,,OTHER (SPECIFY),Community Initiative,RURAL,OUTPATIENT ONLY,PRIMARY,1621
GHA_007656,Godfred Alfred Nii Sai Obodai-Sai,Ghana,Juaboso Government Hospital,Panel,Western,Juaboso,PRIMARY,GHA,6.3345788,-2.8299297,223.4,5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,94583
GHA_001089,Yaa Boatema Fiscian,Ghana,Kumasi South Hospital,Panel,Ashanti,Kumasi Metro,SECONDARY,GHA,6.6523549,-1.5863092,291.9,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,128280
GHA_001246,Yaa Boatema Fiscian,Ghana,Tafo Government Hospital,Panel,Ashanti,Kumasi Metro,PRIMARY,GHA,6.7259781,-1.6131965,309,5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,145824
GHA_005584,Solomon,Ghana,Kukuo CHPS,Random,Northern,Nanumba South,PRIMARY,GHA,8.8485118,0.1549757,180.2,4.8,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,21576
GHA_000033,Yaa Boatema Fiscian,Ghana,Komfo Anokye Teaching Hospital,Panel,Ashanti,Kumasi Metro,TERTIARY,GHA,6.6982109,-1.6308104,313.2,4.8,TEACHING HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9700000
GHA_006400,ROBERT NUOH,Ghana,Nadowli District Hospital,Panel,Upper West,Nadowli-Kaleo,PRIMARY,GHA,10.362243,-2.6583453,180.7,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,77054
GHA_007774,Godfred Alfred Nii Sai Obodai-Sai,Ghana,TANOKROM CHPS,Random,Western,Sefwi-Akontombra,PRIMARY,GHA,6.0020216,-2.8639958,126.5,3.9,CHPS,,OTHER (SPECIFY),Community Initiative,RURAL,OUTPATIENT ONLY,PRIMARY,520
GHA_000034,Joseph Boye-Doe,Ghana,Korle-bu Teaching Hospital,Panel,Greater Accra,Accra Metro,TERTIARY,GHA,5.5377024,-0.2265404,42,5,TEACHING HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2605000
GHA_005338,Solomon,Ghana,Nansoni CHPS,Random,Northern,Chereponi,PRIMARY,GHA,10.1918307,0.204306,209.4,4.8,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,8727
GHA_002738,William Akatoti,Ghana,Ekwamase CHPS,Random,Central,Ajumako-Enyan-Essiam,PRIMARY,GHA,5.4143233,-1.0867672,97.6,4.3,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,2865
GHA_002710,William Akatoti,Ghana,Nkojo CHPS,Random,Central,Ajumako-Enyan-Essiam,PRIMARY,GHA,5.3576705,-0.9717776,103.2,4,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,4035
GHA_010851,Solomon,Ghana,Kongo Daborin CHPS,Random,Upper East,Nabdam,PRIMARY,GHA,10.8276217,-0.6952307,255.6,5,CHPS,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,3107
GHA_010739,Ishmail Yamyolia,Ghana,Anafobisi Health Centre,Random,Upper East,Bongo,PRIMARY,GHA,10.878211581551762,-0.8318984541339245,199.9,3865,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,OUTPATIENT ONLY,PRIMARY,2000
