Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
NGA_000578,Oba Francis,Nigeria,Orhionmwon - State Specialist Hospital Ossiomo,Random,Edo,Orhionmwon,SECONDARY,NGA,6.285908,6.0559575,161.1,4.9,SPECIALTY HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000647,Ademola femi,Nigeria,Federal Medical Centre Abeokuta,Panel,Ogun,Abeokuta-South,TERTIARY,NGA,7.1440082,3.3778787,137.7,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
NGA_000189,GIFT ONAH ADDIYA,Nigeria,Abubakar Tafawa Balewa University Teaching Hospital (Atbuth) Bauchi,Panel,Bauchi,Bauchi,TERTIARY,NGA,10.3388943125507,9.81780458900727,42.1,2.7,NATIONAL REFERRAL HOSPITAL,,UNIVERSITY,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
NGA_000345,Aduaka Izuchukwu,Nigeria,Madueke Memorial Hospital And Maternity Nkpor,Random,Anambra,Idemili-North,SECONDARY,NGA,6.1544283,6.8377283,155.7,3.9,MATERNAL/CHILD HEALTH CLINIC,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000196,GIFT ONAH ADDIYA,Nigeria,General Hospital Toro,Panel,Bauchi,Toro,SECONDARY,NGA,10.0557142123135,9.04188670813341,45.4,4.1,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000179,ABARE IBRAHIM,Nigeria,Cottage Hospital Fufore,Random,Adamawa,Fufore,SECONDARY,NGA,9.22292132023797,12.6497933800842,42.4,4.8,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000209,Daniel Musa pambi,Nigeria,Cottage Hospital Bojude,Random,Gombe,Kwami,SECONDARY,NGA,10.279115844637,11.1730626944186,46.9,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000333,Aduaka Izuchukwu,Nigeria,CHIDUBEM HOSPITAL AWKA,Random,Anambra,Awka-South,PRIMARY,NGA,6.2385055,7.0611405,97.1,4.3,MATERNAL/CHILD HEALTH CLINIC,,PRIVATE-FOR-PROFIT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000165,Excel Michael,Nigeria,Umaru Musa Yaradua Memorial Hospital (General Hospital Sabon Wuse),Random,Niger,Tafa,SECONDARY,NGA,9.2989244,7.2313507,549.9,4.5,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,2500
NGA_000212,Daniel Musa pambi,Nigeria,General Hospital Deba,Random,Gombe,Yamaltu-Deba,SECONDARY,NGA,10.2220806524566,11.3833296570716,45.4,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000211,Daniel Musa pambi,Nigeria,Iliya Nursing Home And Maternity,Random,Gombe,Shongom,PRIMARY,NGA,9.88773715213886,11.2280570801974,46.2,3.9,DISTRICT HOSPITAL,,PRIVATE-FOR-PROFIT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9
NGA_000285,Aondona Mfeseer Benjamin,Nigeria,Primary Health Centre Unguwa Uku,Random,Kano,Tarauni,PRIMARY,NGA,11.9577057734698,8.56020180287845,43.2,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9
NGA_000268,Fatima Musa Kuliya,Nigeria,Khadijat Memorial Hospital,Random,Kano,Fagge,SECONDARY,NGA,11.966502689142,8.56397657268905,45.1,2.9,OTHER (SPECIFY),Private Hospital,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000016,Joy Ezeh,Nigeria,Victory Hospital Gboko,Random,Benue,Gboko,SECONDARY,NGA,7.3137633576492,8.99516815792573,69.7,3.9,DISTRICT HOSPITAL,,PRIVATE-FOR-PROFIT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000052,Joy Ezeh,Nigeria,General Hospital Otukpo,Panel,Benue,Otukpo,SECONDARY,NGA,7.20517755400487,8.15537933178567,67.8,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000269,Fatima Musa Kuliya,Nigeria,Sheikh Mohammed Jidda General Hospital,Random,Kano,Fagge,SECONDARY,NGA,12.0103672071112,8.53497813524735,43.9,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000287,Aondona Mfeseer Benjamin,Nigeria,Waziri Shehu Gidado Hospital,Random,Kano,Ungogo,SECONDARY,NGA,12.0583334804569,8.47079731034484,42.6,2,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000273,Fatima Musa Kuliya,Nigeria,Hasiya Bayero Paediatric Hospital (Sheik Khalifa Isyaka Rabiu hospital),Panel,Kano,Kano-Municipal,SECONDARY,NGA,11.98855212821,8.51829987718656,45.7,4.5,SPECIALTY HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000156,Ibrahim Abdullahi,Nigeria,General Hospital New Bussa,Random,Niger,Borgu,SECONDARY,NGA,9.8743718,4.500674,203.6,4.4,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000178,Ahmed Biri Hammanjoda,Nigeria,General Hospital Borrong,Panel,Adamawa,Demsa,SECONDARY,NGA,9.53821091438651,12.1732293549029,42.5,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000281,Aondona Mfeseer Benjamin,Nigeria,General Hospital Rogo,Random,Kano,Rogo,SECONDARY,NGA,11.5522436427818,7.83079296164085,42.6,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000292,Lukman Umar Sanyinna,Nigeria,Specialist Hospital Sokoto,Panel,Sokoto,Sokoto-South,SECONDARY,NGA,13.0516205314745,5.24652274847078,45.8,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000291,Lukman Umar Sanyinna,Nigeria,Basic Health Centre Kofar Rini (Comprehensive Health Centre Kofar Rini),Random,Sokoto,Sokoto-North,PRIMARY,NGA,13.0670756451364,5.25655267453944,43.5,5.1,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9
NGA_000229,Saleem Yusuf,Nigeria,St Monica Health Centre Yakoko,Random,Taraba,Zing,SECONDARY,NGA,8.9134029,11.7129788,567.8,4.7,HEALTH CENTRE,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,6000
NGA_000274,Fatima Musa Kuliya,Nigeria,Nuhu Bamalli Maternity Hospital,Panel,Kano,Kano-Municipal,SECONDARY,NGA,11.9911168024235,8.52944260473227,46.7,3.9,MATERNAL/CHILD HEALTH CLINIC,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000227,Obadiah Enuseh Anita,Nigeria,Takum - Rapha Hospital,Random,Taraba,Takum,SECONDARY,NGA,7.2511797,9.9695836,248.7,4.8,OTHER (SPECIFY),PRIVATE,PRIVATE-FOR-PROFIT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000017,Joy Ezeh,Nigeria,General Hospital Alaide,Random,Benue,Gwer-East,SECONDARY,NGA,7.29658200786048,8.48702182337955,65.1,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000036,Joy Ezeh,Nigeria,Local Government Health Clinic Gbe,Random,Benue,Kwande,PRIMARY,NGA,6.84290845436036,9.30085367539852,67.7,3.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9
NGA_000266,Aondona Mfeseer Benjamin,Nigeria,Infectious Disease Hospital 1,Random,Kano,Fagge,SECONDARY,NGA,12.0149402229281,8.52874827287429,46.4,2.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000172,Excel Michael,Nigeria,General Hospital Langtang,Random,Plateau,Langtang-North,SECONDARY,NGA,9.14436503270529,9.7983494874067,42.6,4.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000700,Excel Michael,Nigeria,State Hospital Ilesha,Random,Osun,Ilesa-West,SECONDARY,NGA,7.63341347871119,4.72782287746667,182.1,4,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,250000
NGA_000703,Excel Michael,Nigeria,General Hospital Ijebu - Jesa,Panel,Osun,Oriade,SECONDARY,NGA,7.69148209999999,4.80562,172.5,4,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,140500
NGA_000279,Aondona Mfeseer Benjamin,Nigeria,ONE STOP SHOP KANO STATE,Random,Kano,Nasarawa,PRIMARY,NGA,12.004081969082,8.54518010044656,46.4,2.2,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9
NGA_000709,Ferdinand Gold Nzubechi,Nigeria,St Mary'S Catholic Hospital Eleta,Random,Oyo,Ibadan-South-East,SECONDARY,NGA,7.3553834,3.9109601,227.3,4.4,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000294,Hassan Usman Bello,Nigeria,Bungudu Wcwc,Random,Zamfara,Bungudu,PRIMARY,NGA,12.2673488714335,6.54438033562301,42.6,5.1,CLINIC/DISPENSARY,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9
NGA_000171,Excel Michael,Nigeria,Solat Women Hospital Jos,Random,Plateau,Jos-North,SECONDARY,NGA,9.92325483128982,8.8824503428845,67.9,3.9,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000085,GIFT ONAH ADDIYA,Nigeria,National Hospital Abuja,Panel,Fct,Abuja-Municipal-Area-Council,TERTIARY,NGA,9.03904758979001,7.46371478735894,482.1,4.8,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2000
NGA_000394,Okafor Ogochukwu Nwamaka,Nigeria,District Hospital Ikem,Panel,Enugu,Isi-Uzo,SECONDARY,NGA,6.77886,7.7161832,143.1,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,287
NGA_000583,Egbe Faustina Ndidiamaka,Nigeria,General Hospital Bonny,Random,Rivers,Bonny,SECONDARY,NGA,4.4359659,7.1746918,6.6,4.4,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000608,Egbe Faustina Ndidiamaka,Nigeria,University Of Port Harcourt Teaching Hospital (Upth),Panel,Rivers,Obio-Akpor,TERTIARY,NGA,4.8989314,6.9282164999999996,35,4.7,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2000000
NGA_000585,Egbe Faustina Ndidiamaka,Nigeria,General Hospital Eleme,Panel,Rivers,Eleme,SECONDARY,NGA,4.7853686,7.1328462,16.1,4.6,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,250000
NGA_000405,Okafor Ogochukwu Nwamaka,Nigeria,Health Centre Nsukka,Random,Enugu,Nsukka,PRIMARY,NGA,6.8552159,7.3884417,473.4,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,9
NGA_000169,Excel Michael,Nigeria,Cottage Hospital Bokkos,Random,Plateau,Bokkos,SECONDARY,NGA,9.29412117784794,8.97909318831113,65,4,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000601,Egbe Faustina Ndidiamaka,Nigeria,Cottage Hospital Obio,Random,Rivers,Obio-Akpor,SECONDARY,NGA,4.8337689,7.0334435,36.8,4,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2000
NGA_000177,Excel Michael,Nigeria,General Hospital Shendam,Random,Plateau,Shendam,SECONDARY,NGA,8.87868299498523,9.54681131320767,65.1,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000261,Aondona Mfeseer Benjamin,Nigeria,General Hospital Bichi,Random,Kano,Bichi,SECONDARY,NGA,12.2350748948012,8.2363782094665,44,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000092,GIFT ONAH ADDIYA,Nigeria,Sister Of Nativity Jikwoyi,Random,Fct,Abuja-Municipal-Area-Council,SECONDARY,NGA,9.02352612356484,7.5706212546842,441,4.8,SPECIALTY HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000629,Ademola femi,Nigeria,General Hospital Apapa,Panel,Lagos,Apapa,SECONDARY,NGA,6.4421206,3.3688464,26.8,3.6,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,317
NGA_000636,Ademola femi,Nigeria,General Hospital Ikorodu,Panel,Lagos,Ikorodu,SECONDARY,NGA,6.6089066,3.4988216,59.6,1.7,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,550
NGA_000638,Ademola femi,Nigeria,Nigerian Institute Of Medical Research (NIMR),Random,Lagos,Lagos-Mainland,SECONDARY,NGA,6.5136706,3.3716618,37.7,2.5,OTHER (SPECIFY),Medical Research Institute,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,TERTIARY,2500000
NGA_000625,Ademola femi,Nigeria,General Hospital Alimosho,Random,Lagos,Alimosho,SECONDARY,NGA,6.5618381,3.2518189,57,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,940
NGA_000494,Ebenezer George Ebenezer,Nigeria,General Hospital Iquita Oron,Random,Akwa-Ibom,Oron,SECONDARY,NGA,4.8046343,8.2212458,63.2,5,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000295,Hassan Usman Bello,Nigeria,General Hospital Bungudu,Random,Zamfara,Bungudu,SECONDARY,NGA,12.2707676810934,6.55991464162019,44.9,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000570,Oba Francis,Nigeria,Central Hospital Auchi,Random,Edo,Etsako-West,SECONDARY,NGA,7.0723901,6.259817,210.3,4.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
NGA_000079,GIFT ONAH ADDIYA,Nigeria,General Hospital Nyanya,Random,Fct,Abuja-Municipal-Area-Council,SECONDARY,NGA,9.02855207477962,7.56974028546839,445.7,5,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000099,GIFT ONAH ADDIYA,Nigeria,Primary Health Centre Dutse Alhaji,Random,Fct,Bwari,PRIMARY,NGA,9.14142898925304,7.3726819013928,467.9,4.8,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,202
NGA_000232,Garba Muyi Lawan,Nigeria,General Hospital Babura,Random,Jigawa,Babura,SECONDARY,NGA,12.7800047522543,9.01632905392229,65.1,5,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000239,Garba Muyi Lawan,Nigeria,Cottage Hospital Gwaram,Random,Jigawa,Gwaram,SECONDARY,NGA,11.3092440921043,9.87362322577084,69.8,4.6,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000201,ABARE IBRAHIM,Nigeria,Monguno - General Hospital Monguno,Random,Borno,Monguno,SECONDARY,NGA,12.6843218452801,13.6058755809612,45.7,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000565,Oba Francis,Nigeria,Akoko-Edo - General Hospital Igarra,Panel,Edo,Akoko-Edo,SECONDARY,NGA,7.2804645,6.1042483,309.5,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000566,Oba Francis,Nigeria,Esan North East - St Camillus Hospital Uromi,Panel,Edo,Esan-North-East,SECONDARY,NGA,6.7134972,6.327947,418.5,4.3,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000093,GIFT ONAH ADDIYA,Nigeria,State House Medical Centre Aso Rock,Random,Fct,Abuja-Municipal-Area-Council,PRIMARY,NGA,9.08750472088088,7.5203677025883,512,4.9,HEALTH CENTRE,,MILITARY/POLICE/NATIONAL GUARD,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,397
NGA_000505,Udom Ndifreke,Nigeria,Health Centre (Health Post) Idoro,Random,Akwa-Ibom,Uyo,PRIMARY,NGA,5.0256431,7.8665824,90.6,3.9,HEALTH POST,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,3600
NGA_000116,Excel Michael,Nigeria,Civil Service Hospital Ilorin,Panel,Kwara,Ilorin East,SECONDARY,NGA,8.4806916,4.5694066,341,5,SPECIALTY HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
NGA_000474,Udom Ndifreke,Nigeria,Evergreen Clinic (Medical Centre),Panel,Akwa-Ibom,Ikot-Ekpene,SECONDARY,NGA,5.1848709,7.7157159,127.3,4.7,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1000
NGA_000293,Lukman Umar Sanyinna,Nigeria,General Hospital Tambuwal,Random,Sokoto,Tambuwal,SECONDARY,NGA,12.4019194,4.6518772,256.4,4.6,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,10000
NGA_000461,Udom Ndifreke,Nigeria,Eduwem Clinic Ntan Ibiono,Random,Akwa-Ibom,Ibiono-Ibom,SECONDARY,NGA,5.1851917,7.8742362,89.2,4.6,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,2000
NGA_000364,Jonathan Chinedu,Nigeria,Federal Teaching Hospital Abakaliki (FETHA),Panel,Ebonyi,Ebonyi,TERTIARY,NGA,6.3314513,8.1077296,140.4,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,10000
NGA_000007,Joy Ezeh,Nigeria,General Hospital Gboko,Panel,Benue,Gboko,SECONDARY,NGA,7.33701025919172,9.00257464191298,67.2,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,5000
NGA_000002,Joy Ezeh,Nigeria,St Martha'S Clinic And Maternity Ugbema,Random,Benue,Buruku,PRIMARY,NGA,7.11299110227491,9.26283136540919,69.8,4.4,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,1500
NGA_000554,Egbe Faustina Ndidiamaka,Nigeria,General Hospital Patani,Panel,Delta,Patani,SECONDARY,NGA,5.2355545,6.1928797,38.3,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,3000
NGA_000220,Raidat Nurideen,Nigeria,Urban Health Mafindi,Random,Taraba,Jalingo,PRIMARY,NGA,8.8916456,11.3520082,204.9,3.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9300
NGA_000575,Oba Francis,Nigeria,Orhionmwon - General Hospital Abudu,Random,Edo,Orhionmwon,SECONDARY,NGA,6.2944055,6.0203716,79.8,4.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,7000
NGA_000296,Ibrahim Abdullahi,Nigeria,King Fahad Women And Child Health,Panel,Zamfara,Gusau,SECONDARY,NGA,12.153023,6.6938198,485,4.1,MATERNAL/CHILD HEALTH CLINIC,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,15000
NGA_000568,Oba Francis,Nigeria,Esan West - General Hospital Iruekpen,Random,Edo,Esan-West,SECONDARY,NGA,6.759733,6.0622515,337.5,4.7,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,32111
NGA_000170,Daniel Musa pambi,Nigeria,Hwolshe Medical Centre,Random,Plateau,Jos-North,SECONDARY,NGA,9.8920845,8.8667632,1286.7,3.9,SPECIALTY HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,54000
