Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
IDN_000201,Luki Resmiyati,Indonesia,PUSKESMAS KASEMBON,Random,East Java,Kabupaten Malang,PRIMARY,IDN,-7.7827138,112.3108052,265.7,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,32367
IDN_000299,Magdalena Simanjuntak,Indonesia,PUSKESMAS PANUNGGANGAN BARAT,Random,Banten,Kota Tangerang,PRIMARY,IDN,-6.217075,106.6119317,41.1,2.1,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,23000
IDN_000027,Magdalena Simanjuntak,Indonesia,PUSKESMAS BAJA,Random,Banten,Kota Tangerang,PRIMARY,IDN,-6.206427,106.6039418,36.3,4.5,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,15000
IDN_000225,Saepul Hidayat,Indonesia,PUSKESMAS SINDANGRATU,Random,,Kabupaten Garut,PRIMARY,IDN,-7.476852,107.666112,0,3100,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,63000
IDN_000227,Saepul Hidayat,Indonesia,PUSKESMAS CIKELET,Random,,Kabupaten Garut,PRIMARY,IDN,-7.6209455,107.6773614,43.8,5,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,34552
IDN_000363,Saepul Hidayat,Indonesia,RS Umum Daerah Pameungpeuk Prov. Jabar,Random,,Kabupaten Garut,SECONDARY,IDN,-7.65225,107.7466333,47.8,1309.2,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,1000000
IDN_000368,Saepul Hidayat,Indonesia,RS Umum Daerah Majenang,Panel,Central Java,Kabupaten Cilacap,SECONDARY,IDN,-7.2960689,108.7600012,65,5,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,500000
IDN_000148,Ikasari,Indonesia,PUSKESMAS BANYUMAS,Random,,Kabupaten Banyumas,PRIMARY,IDN,-7.5167202,109.2956193,47.3,9.2,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,54000
IDN_000279,Endang saputra,Indonesia,PUSKESMAS KUNCIRAN BARU,Random,Banten,Kota Tangerang,PRIMARY,IDN,-6.2172847,106.6716544,41.2,4.8,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,28641
IDN_000121,Dwi Cahyanti,Indonesia,RS Umum Daerah Al Ihsan Provinsi Jawa Barat,Panel,West Java,Kabupaten Bandung,SECONDARY,IDN,-7.0086372,107.6234268,697.3,13.2,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000091,Lailatul Maghfiroh,Indonesia,PUSKESMAS BALONGBENDO,Random,East Java,Kabupaten Sidoarjo,PRIMARY,IDN,-7.4149317,112.5161751,47.5,4.6,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,60000
IDN_000296,Endang_Saputra,Indonesia,PUSKESMAS TAJUR,Random,Banten,Kota Tangerang,PRIMARY,IDN,-6.2382862,106.6887898,31.9,4.4,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,37970
IDN_000387,Gizelda Rossada,Indonesia,PUSKESMAS JEMBER KIDUL,Random,East Java,Kabupaten Jember,PRIMARY,IDN,-8.181635993540455,113.6924009119288,80.3,3.5,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,34956
IDN_000159,Lailatul Maghfiroh,Indonesia,PUSKESMAS WONOAYU,Random,East Java,Kabupaten Sidoarjo,PRIMARY,IDN,-7.4402103,112.6284771,41.5,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,61603
IDN_000117,Dwi Cahyanti,Indonesia,RS Umum Daerah Majalaya,Random,West Java,Kabupaten Bandung,SECONDARY,IDN,-7.0493052,107.7722344,702.9,26.3,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000104,Luki_Resmiyanti,Indonesia,RS Umum Wava Husada,Panel,East Java,Kabupaten Malang,SECONDARY,IDN,-8.0925096,112.5687676,470.7,19.7,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000309,Kartini,Indonesia,PUSKESMAS BUGEL,Random,Banten,Kota Tangerang,PRIMARY,IDN,-6.1745337,106.605867,36.3,4.4,HEALTH CENTRE,,OTHER (SPECIFY),Pemerintah daerah,URBAN,OUTPATIENT ONLY,PRIMARY,45983
IDN_000297,Kartini,Indonesia,PUSKESMAS PORIS PELAWAD,Random,Banten,Kota Tangerang,PRIMARY,IDN,-6.1751759,106.6651226,29.5,4,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,67075
IDN_000182,Karmanto,Indonesia,PUSKESMAS DUKU PUNTANG,Random,West Java,Kabupaten Cirebon,PRIMARY,IDN,-6.7721525,108.4140115,134.5,4.2,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,32000
IDN_000440,Karmanto,Indonesia,RS Umum Daerah Waled,Random,West Java,Kabupaten Cirebon,SECONDARY,IDN,-6.9131044,108.7187794,53.3,4.6,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,320000
IDN_000234,Lailatul Maghfiroh,Indonesia,PUSKESMAS GEDANGAN,Random,East Java,Kabupaten Sidoarjo,PRIMARY,IDN,-7.3889462,112.732655,35,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,79860
IDN_000115,Karmanto,Indonesia,RSAU dr. M. Salamun,Random,West Java,Kota Bandung,SECONDARY,IDN,-6.907506,107.6271722,729.5,21.2,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MILITARY/POLICE/NATIONAL GUARD,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000105,Lailatul Maghfiroh,Indonesia,RS Umum Delta Surya,Panel,East Java,Kabupaten Sidoarjo,SECONDARY,IDN,-7.4474331,112.7017463,33.8,12.2,OTHER GENERAL HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000264,Lailatul Maghfiroh,Indonesia,RS Umum Daerah Sidoarjo,Panel,East Java,Kabupaten Sidoarjo,TERTIARY,IDN,-7.4646781,112.7159405,32.7,11.1,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000290,Magdalena Simanjuntak,Indonesia,PUSKESMAS TANAH TINGGI,Random,Banten,Kota Tangerang,PRIMARY,IDN,-6.1723567,106.6517601,32,2.3,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,62000
IDN_000439,Rahmanurraudhotul Amin,Indonesia,RS Daerah Kalisat Jember,Panel,East Java,Kabupaten Jember,SECONDARY,IDN,-8.1344183,113.8217417,313.9,3.9,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000388,Rahmanurraudhotul Amin,Indonesia,PUSKESMAS KENCONG,Random,East Java,Kabupaten Jember,PRIMARY,IDN,-8.2842072,113.3804954,48.3,4.5,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,40228
IDN_000245,Iis dahlia,Indonesia,PUSKESMAS CIRACAP,Random,West Java,Kabupaten Sukabumi,PRIMARY,IDN,-7.3361038,106.525225,114.5,20,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,57277
IDN_000192,Gizelda Rossada,Indonesia,PUSKESMAS KEBAMAN,Random,,Kabupaten Banyuwangi,PRIMARY,IDN,-8.400900963062371,114.2605073063408,53.3,40,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,28383
IDN_000092,Gizelda Rossada,Indonesia,PUSKESMAS BALUNG,Random,East Java,Kabupaten Jember,PRIMARY,IDN,-8.26560112182816,113.5430907179728,36.3,4.7,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,61000
IDN_000037,Gizelda Rossada,Indonesia,RS Tk. III Baladhika Husada Jember,Panel,East Java,Kabupaten Jember,SECONDARY,IDN,-8.16380177625284,113.7061431259976,96.8,3.7,DISTRICT HOSPITAL,,MILITARY/POLICE/NATIONAL GUARD,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000394,Putri Panyuwuning Tyas,Indonesia,PUSKESMAS PUGER,Random,East Java,Kabupaten Jember,PRIMARY,IDN,-8.3597735,113.4713698,37.2,4.3,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,60198
IDN_000438,Putri Panyuwuning Tyas,Indonesia,RS Daerah Balung Jember,Panel,East Java,Kabupaten Jember,SECONDARY,IDN,-8.2714488,113.5394786,60.2,12.2,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,79000
IDN_000436,Putri Panyuwuning Tyas,Indonesia,RS Perkebunan PTPN X (Persero) Jember,Panel,East Java,Kabupaten Jember,SECONDARY,IDN,-8.1688184,113.7050686,118.8,4.9,DISTRICT HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000395,Putri Panyuwuning Tyas,Indonesia,PUSKESMAS SUKOWONO,Random,East Java,Kabupaten Jember,PRIMARY,IDN,-8.0561812,113.8284966,206.9,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,62000
IDN_000231,Lelywati,Indonesia,PUSKESMAS BANDAR KHALIFAH,Random,North Sumatra,Kabupaten Deli Serdang,PRIMARY,IDN,3.6088767,98.7526159,-1.3,25,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,228000
IDN_000034,Evi Hutagalung (Supervisor),Indonesia,RS Umum Daerah Bangun Purba,Panel,North Sumatra,Kabupaten Deli Serdang,SECONDARY,IDN,3.3729295,98.8136335,91.2,11.5,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000303,Endang_Saputra,Indonesia,PUSKESMAS CIPONDOH,Random,Banten,Kota Tangerang,PRIMARY,IDN,-6.1941543,106.6761575,32.9,6.8,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,72625
IDN_000373,Dwi Cahyanti,Indonesia,RS Umum Daerah Oto Iskandar Di Nata,Panel,West Java,Kabupaten Bandung,SECONDARY,IDN,-7.028477,107.5432845,723.4,22,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,60000
IDN_000169,Karmanto,Indonesia,RS Umum Daerah Arjawinangun,Panel,West Java,Kabupaten Cirebon,SECONDARY,IDN,-6.6554996,108.4122271,39,6.2,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,350000
IDN_000060,Karmanto,Indonesia,PUSKESMAS BABAKAN,Random,West Java,Kabupaten Cirebon,PRIMARY,IDN,-6.8596677,108.722026,34.4,4.3,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,46811
IDN_000243,Karmanto,Indonesia,PUSKESMAS PABUARAN,Random,West Java,Kabupaten Cirebon,PRIMARY,IDN,-6.8969859,108.7232023,45.3,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,31685
IDN_000009,Gizelda Rossada,Indonesia,PUSKESMAS AMBULU,Random,East Java,Kabupaten Jember,PRIMARY,IDN,-8.348296140328374,113.6082922016397,33.3,9.7,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,41000
IDN_000088,Gizelda Rossada,Indonesia,PUSKESMAS BAJULMATI,Random,,Kabupaten Banyuwangi,PRIMARY,IDN,-7.938708323061409,114.3905602210335,43.3,3.5,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,36763
IDN_000164,Endang saputra,Indonesia,RS Umum Daerah Kota Tangerang,Panel,Banten,Kota Tangerang,SECONDARY,IDN,-6.20086,106.6348239,44.1,7.9,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,4000000
IDN_000332,Sugeng Suharyanto (Supervisor),Indonesia,RS Daan Mogot Kesdam Jaya,Panel,Banten,Kota Tangerang,SECONDARY,IDN,-6.1718954,106.6319446,36.6,19.3,DISTRICT HOSPITAL,,MILITARY/POLICE/NATIONAL GUARD,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,50000
IDN_000340,Karmanto,Indonesia,PUSKESMAS PASUNDAN,Random,West Java,Kota Bandung,PRIMARY,IDN,-6.9272912,107.6089389,724.6,52.4,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,13000
IDN_000329,Endang_Saputra,Indonesia,RS Tk. IV Cijantung,Random,Jakarta,Kota Adm. Jakarta Timur,SECONDARY,IDN,-6.3074585,106.8589752,56.5,4.8,OTHER GENERAL HOSPITAL,,OTHER MINISTRY,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,35000
IDN_000107,Luki_Resmiyanti,Indonesia,RSUP Persahabatan,Panel,Jakarta,Kota Adm. Jakarta Timur,TERTIARY,IDN,-6.202989,106.8841275,35.3,68.4,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
IDN_000080,Jumrahwati,Indonesia,PUSKESMAS ANTARA,Random,South Sulawesi,Kota Makassar,PRIMARY,IDN,-5.1372538,119.4782554,57.3,13.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,12953
IDN_000129,Nurwahidah,Indonesia,RS Kepolisian Bhayangkara,Panel,South Sulawesi,Kota Makassar,SECONDARY,IDN,-5.175146,119.4157685,59.9,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2000
IDN_000093,Surya alam,Indonesia,PUSKESMAS BANGKALA,Random,South Sulawesi,Kota Makassar,PRIMARY,IDN,-5.1769219,119.4744398,57.1,4.5,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,33000
IDN_000078,Nurwahidah,Indonesia,PUSKESMAS ANTANG,Random,South Sulawesi,Kota Makassar,PRIMARY,IDN,-5.1603573,119.4775986,78,3.8,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,33000
IDN_000108,Luki_Resmiyanti,Indonesia,RS Angkatan Udara dr. Esnawan Antariksa,Random,Jakarta,Kota Adm. Jakarta Timur,SECONDARY,IDN,-6.2562491,106.8920597,46.6,156.9,NATIONAL REFERRAL HOSPITAL,,MILITARY/POLICE/NATIONAL GUARD,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,50000
IDN_000273,Rosefida,Indonesia,PUSKESMAS Kecamatan DUREN SAWIT,Random,Jakarta,Kota Adm. Jakarta Timur,PRIMARY,IDN,-6.2420518,106.911256,42.8,4.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,457134
IDN_000318,Rosefida,Indonesia,RS Tk. II M. Ridwan Meuraksa,Panel,Jakarta,Kota Adm. Jakarta Timur,SECONDARY,IDN,-6.294218,106.8828618,64.7,13.4,OTHER GENERAL HOSPITAL,,OTHER MINISTRY,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,17000
IDN_000313,Sugeng_Suharyanto (Supervisor),Indonesia,RS Umum Daerah Cipayung,Random,Jakarta,Kota Adm. Jakarta Timur,SECONDARY,IDN,-6.3074659,106.9054575,86.8,4.9,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
IDN_000275,Nur_Wahyu,Indonesia,PUSKESMAS Kecamatan KRAMAT JATI,Random,Jakarta,Kota Adm. Jakarta Timur,PRIMARY,IDN,-6.2778506,106.8719752,49.4,11.6,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,3000000
IDN_000274,Endang_Saputra,Indonesia,PUSKESMAS Kecamatan PULOGADUNG,Random,Jakarta,Kota Adm. Jakarta Timur,PRIMARY,IDN,-6.1861583,106.8956059,36.9,4.3,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,39877
IDN_000316,Endang_Saputra,Indonesia,RS Umum Daerah Ciracas,Random,Jakarta,Kota Adm. Jakarta Timur,SECONDARY,IDN,-6.3457039,106.8739414,93,20,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,17000
IDN_000317,Luki_Resmiyanti,Indonesia,RS Umum Daerah Pasar Rebo,Panel,Jakarta,Kota Adm. Jakarta Timur,SECONDARY,IDN,-6.3032345,106.8620851,78.4,82.5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1000000
IDN_000328,Mona,Indonesia,RS Umum Daerah Matraman,Random,Jakarta,Kota Adm. Jakarta Timur,SECONDARY,IDN,-6.2062561,106.8660069,43.8,4.8,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1748075
IDN_000249,Mona,Indonesia,PUSKESMAS DONOMULYO,Random,East Java,Kabupaten Malang,PRIMARY,IDN,-8.2950415,112.4260014,428.3,10.2,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,70539
IDN_000390,Luki Resmiyati,Indonesia,PUSKESMAS DAMPIT,Random,East Java,Kabupaten Malang,PRIMARY,IDN,-8.2119247,112.7490274,458.6,24.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,70045
IDN_000109,Rosefida,Indonesia,RS Umum Haji Jakarta,Panel,Jakarta,Kota Adm. Jakarta Timur,SECONDARY,IDN,-6.2898117,106.8891216,49.3,29,NATIONAL REFERRAL HOSPITAL,,OTHER MINISTRY,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,63000
IDN_000284,Sugeng_Suharyanto (Supervisor),Indonesia,PUSKESMAS Kecamatan MATRAMAN,Random,Jakarta,Kota Adm. Jakarta Timur,PRIMARY,IDN,-6.2143641,106.8724077,49.8,5,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,191000
IDN_000114,Evi Hutagalung (Supervisor),Indonesia,RS Umum Pusat H. Adam Malik,Panel,North Sumatra,Kota Medan,TERTIARY,IDN,3.5189656,98.6087268,40.2,13.2,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2000000
IDN_000012,Joko porwanto,Indonesia,PUSKESMAS RAPPOKALLING,Panel,South Sulawesi,Kota Makassar,PRIMARY,IDN,-5.2030895,119.4416249,0,1,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,44444
IDN_000285,Nur_Wahyu,Indonesia,PUSKESMAS Kecamatan CILINCING,Random,Jakarta,Kota Adm. Jakarta Utara,PRIMARY,IDN,-6.1037845,106.9398349,26.1,13.4,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,454272
IDN_000389,Putri Panyuwuning Tyas,Indonesia,PUSKESMAS PAKUSARI,Random,East Java,Kabupaten Jember,PRIMARY,IDN,-8.1772553,113.7784338,184.5,4.7,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,44720
IDN_000076,Putri Panyuwuning Tyas,Indonesia,PUSKESMAS AJUNG,Random,East Java,Kabupaten Jember,PRIMARY,IDN,-8.2329586,113.6560475,99.8,5,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,74000
IDN_000202,Putri Panyuwuning Tyas,Indonesia,PUSKESMAS JAJAG,Random,,Kabupaten Banyuwangi,PRIMARY,IDN,-8.4392235,114.1917895,122.8,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,35000
