Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,with lab,without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts
IDN_000336,PUSKESMAS SAMPANG,Central Java,Kabupaten Cilacap,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,47216,100,100,100,100,100,89.84422348484848,92.96969696969697,"[80.0, 80.0, 80.0, 81.81818181818181, 72.72727272727273, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.9090909090909,100.0,100.0,86.71875,"[71.875, 93.75, 90.625, 90.625, nan]","[100, 100, 50, 100, 25, 100, 0, 100, nan, 100, 100, 75, 100, 75, 100, 100, 100, nan, 100, 100, 25, 100, 100, 100, 100, 100, nan, 100, 100, 25, 100, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,43.75,100.0,75.0,100.0,75.0,100.0,,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,65.0,100.0,50.0,0.0,100.0,50.0,2,"[50.0, 50.0]",100.0,0.0,0.0,100.0,78.71123795644077,65.0,100.0,7.826086956521739,100.0,99.4413407821229,,100.0,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.96296296296296,62.96296296296296,,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,,0.0,15.0,0.0
IDN_000079,PUSKESMAS ANTANG PERUMNAS,South Sulawesi,Kota Makassar,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,17600,100,100,100,100,100,,,[],,,,,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,,,,,,25.0,4,"[25.0, 25.0, 25.0, 25.0]",100.0,0.0,0.0,0.0,66.59971076553227,,88.88888888888889,13.75,,97.16024340770791,,,4,0.0,"[0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,27.272727272727273,,27.272727272727273,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,100.0,0.0,0.0,,,,0.0,17.355371900826448,121.0,21.0
IDN_000380,PUSKESMAS BULULAWANG,East Java,Kabupaten Malang,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,73452,100,100,100,100,100,98.18181818181819,96.36363636363636,"[81.81818181818181, 90.9090909090909, 90.9090909090909, 90.9090909090909, 90.9090909090909, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",89.09090909090908,100.0,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,75.0,100.0,100.0,0.0,100.0,50.0,5,"[50.0, 50.0, 50.0, 50.0, 50.0]",100.0,0.0,0.0,100.0,81.00527023996412,75.0,87.5,10.306122448979592,100.0,94.23076923076923,100.0,100.0,5,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,44.44444444444444,44.44444444444444,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,4.477611940298507,67.0,3.0
IDN_000376,RS Umum Daerah Cileungsi,West Java,Kabupaten Bogor,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,1500000,100,100,0,100,100,93.61111111111111,93.33333333333333,"[80.0, 80.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,100.0,100.0,93.88888888888889,"[100.0, 100.0, 100.0, 88.88888888888889, 80.55555555555556]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 50, 100, 0, 100, 100]",100.0,100.0,95.0,100.0,90.0,100.0,60.0,100.0,100.0,66.66666666666667,"[100, 100, 0, nan]",100,100.0,100.0,0.0,,66.66666666666667,100.0,,0.0,100.0,,0,[],,,,,73.4891774891775,66.66666666666667,94.28571428571428,6.4935064935064934,100.0,,,100.0,0,,[],16.666666666666664,0.0,0.0,0.0,0.0,0.0,100.0,66.66666666666667,100.0,100.0,100.0,,100.0,0.0,0.0,100.0,100.0,100.0,25.925925925925927,25.925925925925927,,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,,0.0,343.0,0.0
IDN_000433,RS Angkatan Udara dr. Mohammad Moenir,East Java,Kabupaten Malang,SECONDARY,OTHER GENERAL HOSPITAL,,MILITARY/POLICE/NATIONAL GUARD,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,95.0,90.0,"[80.0, 80.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,66.66666666666667,100.0,,0.0,100.0,,0,[],,,,,68.3853969456014,66.66666666666667,91.44736842105263,3.81294964028777,80.0,,100.0,,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.25925925925926,59.25925925925926,,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,,26.973684210526315,152.0,41.0
IDN_000064,PUSKESMAS BAGENDIT,,Kabupaten Garut,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9,100,100,100,100,100,80.83333333333333,80.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 100.0, 100.0, 100.0, 100.0, 100.0]",60.0,,100.0,81.66666666666666,"[80.55555555555556, 86.11111111111111, 83.33333333333333, 83.33333333333333, 75.0]","[75, 75, 100, 100, 75, 100, 100, 100, 0, 75, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 75, 75, 100, 100, 100, 0, 75, 75, 100, 100, 100, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0]",80.0,85.0,95.0,90.0,85.0,100.0,100.0,100.0,0.0,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,0.0,0.0,,0.0,0.0,25.0,2,[25.0],0.0,0.0,100.0,0.0,34.59119496855346,0.0,100.0,3.7735849056603774,,,,,2,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.33333333333333,100.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,29.62962962962963,29.62962962962963,,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,,16.94915254237288,177.0,30.0
IDN_000364,RS Umum Tk. IV Guntur,,Kabupaten Garut,SECONDARY,DISTRICT HOSPITAL,,MILITARY/POLICE/NATIONAL GUARD,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,91.11111111111111,86.66666666666667,"[70.0, 80.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",60.0,100.0,100.0,95.55555555555557,"[100.0, 100.0, 100.0, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,26.666666666666668,40.0,,40.0,0.0,25.0,1,[25.0],100.0,0.0,0.0,0.0,40.094298245614034,26.666666666666668,100.0,8.710526315789474,,25.0,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,44.44444444444444,44.44444444444444,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,,0.0,530.0,0.0
IDN_000298,PUSKESMAS PETIR,Banten,Kota Tangerang,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,40000,100,100,0,100,100,94.66666666666666,89.33333333333333,"[70.0, 60.0, 70.0, 70.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",68.0,100.0,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,33.333333333333336,100.0,,0.0,0.0,62.5,2,"[75.0, 50.0]",50.0,50.0,100.0,50.0,60.355555555555554,33.333333333333336,100.0,28.799999999999997,100.0,100.0,,0.0,2,100.0,"[100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,50.0,0.0,100.0,62.96296296296296,62.96296296296296,,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,,0.0,39.0,0.0
IDN_000167,RS Umum Daerah Leuwiliang,West Java,Kabupaten Bogor,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,TERTIARY,1200000,100,100,0,100,0,90.20833333333333,90.0,"[60.0, 70.0, 80.0, 70.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",70.0,100.0,100.0,90.41666666666666,"[94.44444444444444, 100.0, 83.33333333333333, 80.55555555555556, 93.75]","[75, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 75, 100, 100, 100, 0, 75, 100, 75, 75, 100, 100, 100, 100, 0, 100, 75, 100, 75, 100, 100, 100, 100, nan]",90.0,95.0,85.0,90.0,95.0,100.0,100.0,100.0,50.0,100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,33.333333333333336,80.0,,0.0,20.0,,0,[],,,,,73.5271895087236,33.333333333333336,99.17355371900827,8.65625,100.0,,100.0,100.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,,100.0,,0.0,100.0,100.0,100.0,70.37037037037037,70.37037037037037,,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,0.0,903.0,0.0
IDN_000201,PUSKESMAS KASEMBON,East Java,Kabupaten Malang,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,32367,100,100,100,100,100,78.08641975308643,58.39506172839506,"[80.0, 70.0, 60.0, 60.0, 55.55555555555556, 50.0, 50.0, 50.0, 50.0]",65.11111111111111,50.0,50.0,97.77777777777779,"[94.44444444444444, 97.22222222222223, 100.0, 100.0, 97.22222222222223]","[100, 100, 75, 75, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100]",100.0,100.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,86.66666666666667,50.0,,100.0,100.0,37.5,2,"[25.0, 50.0]",50.0,0.0,0.0,100.0,75.32289692289692,86.66666666666667,88.09523809523809,6.216216216216216,100.0,95.63636363636363,,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.851851851851855,51.851851851851855,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,,7.246376811594203,276.0,20.0
IDN_000299,PUSKESMAS PANUNGGANGAN BARAT,Banten,Kota Tangerang,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,23000,100,100,0,100,100,91.2937062937063,92.58741258741257,"[81.81818181818181, 81.81818181818181, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.72727272727272,100.0,100.0,90.0,"[87.5, 87.5, 87.5, 87.5, 100.0]","[100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,20.0,100.0,,0.0,[],0,,,,,70.00000000000001,100.0,100.0,0.0,100.0,50.0,1,[50.0],100.0,0.0,0.0,100.0,67.19571926999464,70.00000000000001,85.18518518518519,16.73913043478261,100.0,81.25,,50.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,63.63636363636363,,63.63636363636363,100.0,100.0,100.0,100.0,0.0,,,,100.0,,,,,,,,,,,,100.0,100.0,0.0,0.0,,,,0.0,0.0,54.0,0.0
IDN_000027,PUSKESMAS BAJA,Banten,Kota Tangerang,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,15000,100,100,0,100,0,92.40384615384616,92.3076923076923,"[80.0, 80.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,100.0,100.0,92.5,"[100.0, 87.5, 87.5, 87.5, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,40.0,100.0,,0.0,[],0,,,,,66.66666666666667,,100.0,0.0,100.0,75.0,1,[75.0],100.0,0.0,100.0,100.0,76.92592592592594,66.66666666666667,100.0,51.2962962962963,100.0,,,66.66666666666667,1,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,,100.0,50.0,0.0,100.0,33.333333333333336,33.333333333333336,,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,,0.0,43.0,0.0
IDN_000225,PUSKESMAS SINDANGRATU,,Kabupaten Garut,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,63000,100,100,100,100,100,87.3125,89.0,"[80.0, 80.0, 80.0, 80.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.0,,100.0,85.625,"[87.5, 87.5, 81.25, 87.5, 84.375]","[100, 100, 75, 100, 25, 100, 100, 100, nan, 50, 100, 50, 100, 100, 100, 100, 100, nan, 75, 75, 75, 75, 50, 100, 100, 100, nan, 75, 75, 100, 75, 75, 100, 100, 100, nan, 75, 100, 25, 100, 75, 100, 100, 100, nan]",75.0,90.0,65.0,90.0,65.0,100.0,100.0,100.0,,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,60.0,80.0,,0.0,100.0,37.5,2,"[50.0, 25.0]",100.0,0.0,50.0,0.0,59.60736721873215,60.0,100.0,7.352941176470589,0.0,90.29126213592234,100.0,,2,50.0,"[100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.22222222222222,22.22222222222222,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,,21.839080459770116,87.0,19.0
IDN_000227,PUSKESMAS CIKELET,,Kabupaten Garut,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,34552,100,100,100,100,100,82.08333333333334,76.66666666666667,"[70.0, 70.0, 70.0, 70.0, 70.0, 100.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",70.0,60.0,100.0,87.5,"[84.375, 93.75, 87.5, 96.875, 75.0]","[50, 75, 75, 100, 75, 100, 100, 100, nan, 100, 100, 100, 75, 75, 100, 100, 100, nan, 75, 100, 75, 75, 75, 100, 100, 100, nan, 75, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 75, 75, 25, 100, 100, 100, 0]",80.0,95.0,85.0,85.0,70.0,100.0,100.0,100.0,0.0,50.0,"[0, 0, 100, 100]",100,0.0,0.0,100.0,100.0,33.333333333333336,100.0,,0.0,0.0,25.0,2,"[25.0, 25.0]",100.0,0.0,0.0,0.0,63.32333297689831,33.333333333333336,80.48780487804879,8.03030303030303,60.0,86.41188959660298,100.0,75.0,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.22222222222222,22.22222222222222,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,,8.536585365853659,82.0,7.0
IDN_000363,RS Umum Daerah Pameungpeuk Prov. Jabar,,Kabupaten Garut,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,1000000,100,100,100,100,0,81.52777777777777,80.0,"[70.0, 70.0, 70.0, 70.0, 70.0, 50.0, 50.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",70.0,70.0,100.0,83.05555555555556,"[78.125, 90.625, 77.77777777777777, 84.375, 84.375]","[75, 75, 50, 75, 50, 100, 100, 100, nan, 100, 100, 75, 75, 75, 100, 100, 100, nan, 75, 100, 75, 75, 75, 100, 100, 100, 0, 100, 100, 50, 75, 50, 100, 100, 100, nan, 75, 75, 75, 75, 75, 100, 100, 100, nan]",85.0,90.0,65.0,75.0,65.0,100.0,100.0,100.0,0.0,66.66666666666667,"[0, 100, 100, nan]",100,0.0,100.0,100.0,,33.333333333333336,100.0,,0.0,0.0,,0,[],,,,,44.60726072607261,33.333333333333336,100.0,9.702970297029703,0.0,,,80.0,0,,[],16.666666666666664,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,70.37037037037037,70.37037037037037,,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,,5.0675675675675675,296.0,15.0
IDN_000368,RS Umum Daerah Majenang,Central Java,Kabupaten Cilacap,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,500000,100,100,100,100,0,89.6875,93.33333333333333,"[80.0, 80.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,100.0,100.0,86.04166666666666,"[80.55555555555556, 87.5, 87.5, 96.875, 77.77777777777777]","[100, 100, 50, 100, 75, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 75, 100, 100, 100, 100, 100, 100, 100, nan, 75, 100, 50, 75, 100, 100, 100, 100, 0]",90.0,100.0,70.0,95.0,85.0,100.0,80.0,100.0,0.0,66.66666666666667,"[0, 100, 100, nan]",100,0.0,100.0,100.0,,66.66666666666667,100.0,100.0,0.0,100.0,,0,[],,,,,75.15777777777778,66.66666666666667,100.0,4.28,80.0,,100.0,100.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.33333333333333,100.0,100.0,100.0,100.0,100.0,,0.0,100.0,100.0,100.0,59.25925925925926,59.25925925925926,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,16.822429906542055,321.0,54.0
IDN_000148,PUSKESMAS BANYUMAS,,Kabupaten Banyumas,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,54000,100,100,100,100,100,90.55555555555556,95.0,"[90.0, 100.0]",90.0,,100.0,86.11111111111111,"[88.88888888888889, 83.33333333333333, nan, nan, nan]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,25.0,2,"[25.0, 25.0]",100.0,0.0,0.0,0.0,68.18181818181819,100.0,100.0,9.09090909090909,0.0,100.0,100.0,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7543859649122806,57.0,1.0
