Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
MOZ_001326,Edgar Pantie,Mozambique,CS Ntsendeza,Random,Tete,AngÃ³nia,PRIMARY,MOZ,-14.9031493,33.6131142,0,60,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
MOZ_001227,Ivania Renato,Mozambique,HR BUZI,Random,Sofala,Buzi,SECONDARY,MOZ,-19.8828434,34.5926126,16.8,5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,3000
MOZ_001989,Felecidade Lopes,Mozambique,CS Mpamela,Random,Niassa,Marrupa,PRIMARY,MOZ,-13.4130365,37.8729464,508.1,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,3000
MOZ_001567,Irene Boaze,Mozambique,HR Alto MolÃ³cuÃ¨,Random,Zambezia,Alto Molocue,SECONDARY,MOZ,-15.630928,37.6829832,555.5,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,23000
MOZ_000358,Cheila Valoi,Mozambique,HD Massinga,Random,Inhambane,Massinga,SECONDARY,MOZ,-23.334096,35.379887,3,135.6,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,INPATIENT ONLY,SECONDARY,55140
MOZ_000555,Ilisio Vilanculos,Mozambique,HC Maputo,Panel,Maputo Cidade,Khampfumo,TERTIARY,MOZ,-25.9672492,32.589882,83,5,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
MOZ_001566,Irene Boaze,Mozambique,CS Bonifacio Groveta,Random,Zambezia,Alto Molocue,PRIMARY,MOZ,-15.6442928,37.6795039,564,5,HEALTH POST,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,17425
MOZ_001455,Alice Gusmão,Mozambique,CS Palane-Mucula,Random,Zambezia,Inhassunge,PRIMARY,MOZ,-17.9765926,36.857978,-5.6,3.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,15001
MOZ_000495,João Camacho,Mozambique,CS Chuala,Random,Manica,Bárue,PRIMARY,MOZ,-18.40733,33.2400596,604.5,4.3,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,20260
MOZ_000440,João Camacho,Mozambique,HD Gondola,Panel,Manica,Gondola,SECONDARY,MOZ,-19.0772765,33.6415347,640.2,4.3,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,68978
MOZ_000428,João Camacho,Mozambique,HP Chimoio,Panel,Manica,Chimoio,TERTIARY,MOZ,-19.1096905,33.4782012,692.8,4.3,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,203631
MOZ_001925,Ilisio Vilanculos,Mozambique,CS Matola-Rio,Random,Maputo Provincia,Boane,PRIMARY,MOZ,-25.9600835,32.4167406,56,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,9
MOZ_001525,Irene Boaze,Mozambique,CS Caiaia,Random,Zambezia,Alto Molocue,PRIMARY,MOZ,-15.5650382,37.7904425,528,4.3,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,29752
MOZ_001678,Cheila Valoi,Mozambique,CS Tevele,Random,Inhambane,Massinga,PRIMARY,MOZ,-23.0765694,35.4450679,64.2,7,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,1173
MOZ_001577,Alice Gusmão,Mozambique,CS Muliquela,Random,Zambezia,Ile,PRIMARY,MOZ,-15.9544136,37.1208203,431.7,4.4,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,16454
MOZ_000937,Flora Mafalda,Mozambique,CS Mechumua,Random,Niassa,Lago,PRIMARY,MOZ,-12.6179844,34.8332263,474.9,1.2,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,5460
MOZ_000434,João Camacho,Mozambique,CS Espungabera,Random,Manica,Mossurize,SECONDARY,MOZ,-20.4525839,32.7721358,974.9,4.1,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,SECONDARY,9
MOZ_000492,João Camacho,Mozambique,HD Catandica,Panel,Manica,Bárue,SECONDARY,MOZ,-18.0541587,33.1706993,611.4,3.6,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,INPATIENT ONLY,SECONDARY,9
MOZ_000499,João Camacho,Mozambique,CS Manica,Random,Manica,Manica,SECONDARY,MOZ,-18.9402762,32.8755232,721.4,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,SECONDARY,9
MOZ_001616,Irene Boaze,Mozambique,CS Chitambo,Random,Zambezia,Milange,PRIMARY,MOZ,-16.0165399,35.8683229,669,4.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,46871
MOZ_001595,Alice Gusmão,Mozambique,PS Nintulo,Random,Zambezia,Gurué,PRIMARY,MOZ,-15.0937264,37.1079202,670.3,3.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,19000
MOZ_000770,Nelscesia Moniz,Mozambique,HR Namapa,Panel,Nampula,Erati,SECONDARY,MOZ,-13.7161394,39.8226569,216,4.3,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,550
MOZ_001317,Edgar Pantie,Mozambique,HR Ulongue,Panel,Tete,Angónia,SECONDARY,MOZ,-16.1578163,33.5876824,128.4,26.4,OTHER (SPECIFY),Hospital Rural,LOCAL GOVERNMENT,,RURAL,INPATIENT ONLY,SECONDARY,9
MOZ_000011,Júlia Alfane,Mozambique,CS Namacande,Random,Cabo Delgado,Muidumbe,PRIMARY,MOZ,-11.779695,39.9011487,630.6,8.8,HEALTH POST,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,9
MOZ_000745,Nelscesia Moniz,Mozambique,HD Monapo,Panel,Nampula,Monapo,SECONDARY,MOZ,-14.9261651,40.2780574,105,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,400
MOZ_000361,Cheila Valoi,Mozambique,CS Funhalouro,Random,Inhambane,Funhalouro,PRIMARY,MOZ,-23.0917199,34.3807083,127.8,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,46219
MOZ_001097,Ivania Renato,Mozambique,HR Marromeu,Panel,Sofala,Marromeu,SECONDARY,MOZ,-18.2930308,35.9526131,5.9,2,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,48312
MOZ_000637,Ilisio Vilanculos,Mozambique,HR Xinavane,Panel,Maputo Provincia,Manhiça,SECONDARY,MOZ,-25.0464823,32.804934,37.9,4.9,OTHER (SPECIFY),Hospital Rural,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9
MOZ_001237,Ivania Renato,Mozambique,HC BEIRA,Panel,Sofala,Beira,TERTIARY,MOZ,-19.8496908,34.8753694,21.9,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,6924912
MOZ_001560,Alice Gusmão,Mozambique,HD Gurue,Random,Zambezia,Gurué,SECONDARY,MOZ,-15.4624687,36.9834702,325.9,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,286227
MOZ_000988,Felecidade Lopes,Mozambique,HD Marrupa,Random,Niassa,Marrupa,SECONDARY,MOZ,-13.1972448,37.4985794,789.8,3.6,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,42000
MOZ_001032,Felecidade Lopes,Mozambique,CS Sale,Random,Niassa,Mecanhelas,PRIMARY,MOZ,-15.2865304,36.3506699,651,4.7,HEALTH POST,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,9
MOZ_001087,Felecidade Lopes,Mozambique,HD Cuamba,Panel,Niassa,Cuamba,SECONDARY,MOZ,-14.8025893,36.5330168,562.2,4.8,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
MOZ_000944,Felecidade Lopes,Mozambique,CS Chinenge,Random,Niassa,Chimbonila,PRIMARY,MOZ,-13.714843,35.2526201,1166.4,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,9
MOZ_001184,Ivania Renato,Mozambique,HD CAIA,Random,Sofala,Caia,SECONDARY,MOZ,-17.8281464,35.3393046,43.2,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,52192
MOZ_000561,Ilisio Vilanculos,Mozambique,CS Alto Maé,Random,Maputo Cidade,Khampfumo,PRIMARY,MOZ,-25.9602869,32.5702097,61.8,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,22427
MOZ_001448,Irene Boaze,Mozambique,HD Morrumbala,Random,Zambezia,Morrumbala,SECONDARY,MOZ,-17.3274445,35.5769725,423,5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,90839
MOZ_001974,Nelscesia Moniz,Mozambique,HD Memba,Random,Nampula,Memba,SECONDARY,MOZ,-14.2097041,40.5159115,61.3,4.6,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9
MOZ_001562,Alice Gusmão,Mozambique,CS Malua,Random,Zambezia,Molumbo,PRIMARY,MOZ,-15.5347577,36.4807893,820.3,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,47224
MOZ_000947,Felecidade Lopes,Mozambique,CS Lumbe,Random,Niassa,Chimbonila,PRIMARY,MOZ,-13.4215998,35.2482508,1286.2,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,1344
MOZ_000994,Felecidade Lopes,Mozambique,CS Mucuaiai,Random,Niassa,Marrupa,PRIMARY,MOZ,-13.0906321,37.5982188,788.7,4.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,14442
MOZ_000148,Roberto Vilanculos,Mozambique,CS Marien Nguabi,Random,Gaza,Xai_Xai,PRIMARY,MOZ,-25.0471725,33.6916042,25.9,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,4000
MOZ_000154,Roberto Vilanculos,Mozambique,CS Incaia,Random,Gaza,Bilene,PRIMARY,MOZ,-24.9580249,33.2170274,71.1,4.1,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,18151
MOZ_000146,Roberto Vilanculos,Mozambique,CS Chicumbane,Random,Gaza,Limpopo,SECONDARY,MOZ,-24.9945583,33.5504789,32.4,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,25334
MOZ_000240,Roberto Vilanculos,Mozambique,CS Macasselane,Random,Gaza,Mandlakazi,PRIMARY,MOZ,-24.6857057,33.9663322,75.2,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,5699
MOZ_000232,Roberto Vilanculos,Mozambique,HR Mandlakazi,Panel,Gaza,Mandlakazi,SECONDARY,MOZ,-24.7122789,33.8860754,93.1,4.4,OTHER (SPECIFY),Hospital Rural,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,22496
MOZ_000129,Roberto Vilanculos,Mozambique,CS Chizavane,Random,Gaza,Chongoene,PRIMARY,MOZ,-24.9471025,33.9961656,69.4,4.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,4274
MOZ_000238,Roberto Vilanculos,Mozambique,HR Chibuto,Random,Gaza,Chibuto,SECONDARY,MOZ,-24.6891321,33.5324394,87.3,2.7,OTHER (SPECIFY),Hospital Rural,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,233978
MOZ_000206,Roberto Vilanculos,Mozambique,CS Urbano 3º Bairro,Random,Gaza,Chockwe,PRIMARY,MOZ,-24.5227498,32.9708839,46.6,4.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,13462
MOZ_000225,Roberto Vilanculos,Mozambique,PS Mapapa,Random,Gaza,Chockwe,PRIMARY,MOZ,-24.7394793,33.1263408,2.2,4.9,HEALTH POST,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,4920
MOZ_000204,Roberto Vilanculos,Mozambique,HR Chokwé,Panel,Gaza,Chockwe,SECONDARY,MOZ,-24.5354358,33.0057701,48.5,4.9,OTHER (SPECIFY),Hospital Rural,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,234884
MOZ_000218,Roberto Vilanculos,Mozambique,PS Massavasse,Random,Gaza,Chockwe,PRIMARY,MOZ,-24.6226714,33.1101698,12,4.7,HEALTH POST,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,4775
MOZ_001667,Roberto Vilanculos,Mozambique,CS Ndonga,Random,Gaza,Guijá,PRIMARY,MOZ,-24.3343828,32.8850621,61.1,4.4,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,6523
MOZ_000149,Roberto Vilanculos,Mozambique,HP Xai Xai,Panel,Gaza,Xai_Xai,TERTIARY,MOZ,-25.0682043,33.6579703,102.4,3.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,43872
MOZ_000173,Roberto Vilanculos,Mozambique,HD Mapai,Random,Gaza,Mapai,SECONDARY,MOZ,-22.74147,32.0620267,258.2,4.8,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,245000
MOZ_000655,Ilisio Vilanculos,Mozambique,HP Matola,Panel,Maputo Provincia,Matola,TERTIARY,MOZ,-25.9671203,32.4386288,28.7,4.1,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2497392
MOZ_000815,Nelscesia Moniz,Mozambique,CS Namahaca,Random,Nampula,Memba,PRIMARY,MOZ,-14.3520399,40.4411728,139.7,3.5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,220
MOZ_001984,Flora Mafalda,Mozambique,CS Sapura,Random,Niassa,Cuamba,PRIMARY,MOZ,-14.8180588,36.520231,579.6,2.8,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,26835
MOZ_000367,Cheila Valoi,Mozambique,CS Maculuve,Random,Inhambane,Mabote,PRIMARY,MOZ,-21.7418294,33.879425,167.9,4.6,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,8595
MOZ_000677,Júlia Alfane,Mozambique,CS Namiconha,Random,Nampula,Distrito de Nampula,PRIMARY,MOZ,-15.2356038,39.4162305,378.8,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,9
MOZ_001047,Flora Mafalda,Mozambique,CS Mississi,Random,Niassa,Mandimba,PRIMARY,MOZ,-14.3192962,36.2331729,761.4,2.2,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,23487
MOZ_001988,Flora Mafalda,Mozambique,HD Mandimba,Panel,Niassa,Mandimba,SECONDARY,MOZ,-14.3539467,35.6482782,764.6,2.7,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,INPATIENT ONLY,SECONDARY,74000
MOZ_000912,Flora Mafalda,Mozambique,HP Lichinga,Panel,Niassa,Distrito de Lichinga,TERTIARY,MOZ,-13.3068321,35.2439626,1351.5,39.6,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,181794
MOZ_000645,Ilisio Vilanculos,Mozambique,CS Capitine,Random,Maputo Provincia,Magude,PRIMARY,MOZ,-24.7627537,32.1295477,190.4,4,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,600
MOZ_001083,Flora Mafalda,Mozambique,CS Lussangasse,Random,Niassa,Mandimba,PRIMARY,MOZ,-14.2712225,35.8341482,831.2,1.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,30118
MOZ_000930,Flora Mafalda,Mozambique,CS Macaloge,Random,Niassa,Sanga,PRIMARY,MOZ,-12.4888714,35.4251943,988.4,1.8,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,INPATIENT ONLY,PRIMARY,10076
MOZ_000382,Cheila Valoi,Mozambique,HR Vilanculos,Panel,Inhambane,Vilanculos,SECONDARY,MOZ,-21.9941486,35.3208825,29.4,4.7,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,6720
MOZ_001147,Ivania Renato,Mozambique,CS Vunduzi,Random,Sofala,Gorongoza,PRIMARY,MOZ,-18.4828139,34.2100466,283.3,4.5,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,2000
MOZ_001618,Irene Boaze,Mozambique,HD Milange,Random,Zambezia,Milange,SECONDARY,MOZ,-16.0979918,35.7815526,749.4,5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,INPATIENT ONLY,SECONDARY,731510
MOZ_000643,Ilisio Vilanculos,Mozambique,CS Panjane,Random,Maputo Provincia,Magude,PRIMARY,MOZ,-24.9006641,32.3492291,101.6,4.6,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,9
MOZ_001536,Alice Gusmão,Mozambique,HD Gilé,Random,Zambezia,Gilé,SECONDARY,MOZ,-16.1464376,38.3723373,195.8,4.5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,44956
MOZ_000840,Nelscesia Moniz,Mozambique,HR Angoche,Panel,Nampula,Angoche,SECONDARY,MOZ,-16.229041,39.9082268,20.1,7.4,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,400
MOZ_000859,Nelscesia Moniz,Mozambique,CS Josina Machel,Random,Nampula,Angoche,PRIMARY,MOZ,-16.1167765,39.9087903,40.7,4.7,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,180
MOZ_000887,Nelscesia Moniz,Mozambique,HD Nacala Porto,Panel,Nampula,Nacala Porto,SECONDARY,MOZ,-14.5439279,40.703188,110.8,4.7,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,609
MOZ_000734,Nelscesia Moniz,Mozambique,CS Monapo,Random,Nampula,Monapo,PRIMARY,MOZ,-14.9190378,40.2924064,137,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,450
MOZ_001348,Edgar Pantie,Mozambique,HD Zumbo,Random,Tete,Zumbo,SECONDARY,MOZ,-14.9035746,33.6123179,1263.7,2.6,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,INPATIENT ONLY,SECONDARY,999
MOZ_000388,Cheila Valoi,Mozambique,CS Nhapele,Random,Inhambane,Inhassoro,PRIMARY,MOZ,-21.5399258,34.9152749,32.5,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,1870
MOZ_001493,Irene Boaze,Mozambique,CS Mubanama,Random,Zambezia,Lugela,PRIMARY,MOZ,-16.0224411,36.4856435,564,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,9
MOZ_000841,Nelscesia Moniz,Mozambique,HD Moma,Random,Nampula,Moma,SECONDARY,MOZ,-16.7629637,39.222739,-4.8,5.5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,250
MOZ_000835,Nelscesia Moniz,Mozambique,CS Savara,Random,Nampula,Moma,PRIMARY,MOZ,-16.5636777,39.0776748,68.9,7.5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,120
MOZ_001978,Nelscesia Moniz,Mozambique,CS Mulhaniua,Random,Nampula,Murrupula,PRIMARY,MOZ,-15.70303,38.762337,273.3,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,132
MOZ_000748,Nelscesia Moniz,Mozambique,CS Namina,Random,Nampula,Mecuburi,PRIMARY,MOZ,-14.9397637,38.6897754,598.7,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,200
MOZ_000801,Nelscesia Moniz,Mozambique,HR Ribaue,Random,Nampula,Ribaue,SECONDARY,MOZ,-14.9475705,38.3215951,532.9,4.6,OTHER (SPECIFY),Hospital rural,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,510
MOZ_000705,Nelscesia Moniz,Mozambique,CS Japir,Random,Nampula,Meconta,PRIMARY,MOZ,-15.4793914,39.463702,277,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,150
MOZ_000285,Cheila Valoi,Mozambique,HD Quissico,Random,Inhambane,Zavala,SECONDARY,MOZ,-24.7147673,34.7475478,162.5,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,3855
MOZ_001679,Cheila Valoi,Mozambique,CS Teles,Random,Inhambane,Maxixe,PRIMARY,MOZ,-23.7626796,35.332208,88.8,7.8,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,2931
MOZ_001673,Cheila Valoi,Mozambique,CS Mahila,Random,Inhambane,Inhambane,PRIMARY,MOZ,-23.9169996,35.5027747,-3.2,8.4,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,2635
MOZ_000274,Cheila Valoi,Mozambique,HP Inhambane,Panel,Inhambane,Inhambane,TERTIARY,MOZ,-23.8797613,35.3837358,28.2,4.7,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
MOZ_000328,Cheila Valoi,Mozambique,HR Chicuque,Random,Inhambane,Maxixe,SECONDARY,MOZ,-23.8172319,35.3480952,34.7,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,INPATIENT ONLY,SECONDARY,3114
